"Sorting.Number" "Order" "Taxon..Dyntaxa.2017." "Taxon.in.Gärdenfors.et.al...2003." "Linné..1761." "Wahlgren...Tullgren..1922." "Gärdenfors.et.al...2003." "Corrected.values.2003" "Dyntaxa.2017" "Corrected.values.2017" "Sweden.estimated.total" "New.species.to.science.since.2003" "Estimate.minus.known.2003" "Estimate.minus.known.2017" "Main.feeding.niche" "Main.feeding.habitat" "Expert.estimate"
"486" 33 "Lepidoptera" "Glyphipterigidae" "Glyphipterigidae" 0 9 13 13 14 14 20 0 7 6 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"487" 33 "Lepidoptera" "Gracillariidae" "Gracillariidae" 2 64 90 90 92 92 98 1 8 6 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"488" 33 "Lepidoptera" "Heliodinidae" "Heliodinidae" 1 2 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"489" 33 "Lepidoptera" "Heliozelidae" "Heliozelidae" 0 4 4 4 5 5 5 0 1 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"490" 33 "Lepidoptera" "Hepialidae" "Hepialidae" 4 6 7 7 7 7 7 0 0 0 "Phytophagous" "Soil" "Bengt-Åke Bengtsson"
"491" 33 "Lepidoptera" "Incurvariidae" "Incurvariidae" 0 17 9 9 9 9 9 0 0 0 "Saprophagous" "Soil" "Bengt-Åke Bengtsson"
"492" 33 "Lepidoptera" "Limacodidae" "Limacodidae" 0 2 3 3 4 4 4 0 1 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"493" 33 "Lepidoptera" "Lyonetiidae" "Lyonetiidae (pars)" 1 7 10 10 11 11 12 0 2 1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"494" 33 "Lepidoptera" "Lypusidae" "Oecophoridae (pars)" 0 2 5 5 6 6 7 0 2 1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"495" 33 "Lepidoptera" "Meessidae" "Tineidae (pars)" 0 0 6 6 7 7 7 0 1 0 "Saprophagous" "Plants" "Bengt-Åke Bengtsson"
"496" 33 "Lepidoptera" "Micropterigidae" "Micropterigidae" 1 4 5 5 5 5 5 0 0 0 "Saprophagous" "Soil" "Bengt-Åke Bengtsson"
"497" 33 "Lepidoptera" "Momphidae" "Momphidae" 0 13 15 15 15 15 15 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"498" 33 "Lepidoptera" "Nepticulidae" "Nepticulidae" 0 30 89 89 89 89 95 0 6 6 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"499" 33 "Lepidoptera" "Oecophoridae" "Oecophoridae (pars)" 5 21 29 29 31 31 34 0 5 3 "Phytophagous" "Wood" "Bengt-Åke Bengtsson"
"500" 33 "Lepidoptera" "Opostegidae" "Opostegidae" 0 3 3 3 3 3 3 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"501" 33 "Lepidoptera" "Parametriotidae" "Agonoxenidae" 1 0 9 8 8 8 10 0 2 2 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"502" 33 "Lepidoptera" "Peleopodidae" "Oecophoridae (pars)" 0 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"503" 33 "Lepidoptera" "Plutellidae" "Yponomeutidae (pars)" 2 0 10 10 10 10 10 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"504" 33 "Lepidoptera" "Praydidae" "Yponomeutidae (pars)" 0 2 3 3 3 3 3 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"505" 33 "Lepidoptera" "Prodoxidae" "Prodoxidae" 2 0 9 9 10 10 10 0 1 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"506" 33 "Lepidoptera" "Psychidae" "Psychidae" 3 12 24 23 24 24 24 0 1 0 "Saprophagous" "Soil" "Bengt-Åke Bengtsson"
"507" 33 "Lepidoptera" "Pterophoridae" "Pterophoridae" 6 29 41 41 43 43 46 0 5 3 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"508" 33 "Lepidoptera" "Pyralidae" "Pyralidae (pars)" 5 54 82 82 86 86 90 0 8 4 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"509" 33 "Lepidoptera" "Roeslerstammiidae" "Roeslerstammiidae" 0 3 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"510" 33 "Lepidoptera" "Schreckensteiniidae" "Schreckensteiniidae" 0 4 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"511" 33 "Lepidoptera" "Scythrididae" "Scythrididae" 0 0 15 15 15 15 15 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"512" 33 "Lepidoptera" "Scythropiidae" "Yponomeutidae (pars)" 0 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"513" 33 "Lepidoptera" "Sesiidae" "Sesiidae" 4 13 17 17 18 18 18 0 1 0 "Phytophagous" "Wood" "Bengt-Åke Bengtsson"
"514" 33 "Lepidoptera" "Stathmopodidae" "Oecophoridae (pars)" 1 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"515" 33 "Lepidoptera" "Tineidae" "Tineidae (pars) + Hieroxestidae" 9 20 54 54 51 54 58 0 4 4 "Saprophagous" "Temporary habitats" "Bengt-Åke Bengtsson"
"516" 33 "Lepidoptera" "Tischeriidae" "Tischeriidae" 0 2 6 6 6 6 6 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"517" 33 "Lepidoptera" "Tortricidae" "Tortricidae" 52 268 425 425 442 442 450 0 25 8 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"518" 33 "Lepidoptera" "Urodidae" "Wockidae" 0 0 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"519" 33 "Lepidoptera" "Yponomeutidae" "Yponomeutidae (pars) + Ochsenheimeriidae" 2 14 25 25 27 27 27 0 2 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"520" 33 "Lepidoptera" "Ypsolophidae" "Ypsolophidae" 7 7 17 17 18 18 19 0 2 1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"521" 35 "Lepidoptera" "Brahmaeidae" "Lemoniidae" 1 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"522" 35 "Lepidoptera" "Drepanidae" "Drepanidae" 5 12 16 16 16 16 16 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"523" 35 "Lepidoptera" "Endromidae" "Endromidae" 1 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"524" 35 "Lepidoptera" "Erebidae" "Noctuidae (pars) + Herminiidae + Arctiidae + Lymantriidae" 37 69 93 93 94 94 95 0 2 1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"525" 35 "Lepidoptera" "Geometridae" "Geometridae" 73 270 327 327 334 334 336 1 9 2 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"526" 35 "Lepidoptera" "Hesperiidae" "Hesperiidae" 3 10 12 12 13 13 13 0 1 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"527" 35 "Lepidoptera" "Lasiocampidae" "Lasiocampidae" 11 13 14 14 14 14 15 0 1 1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"528" 35 "Lepidoptera" "Lycaenidae" "Lycaenidae (pars)" 12 30 33 33 33 33 34 0 1 1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"529" 35 "Lepidoptera" "Noctuidae" "Noctuidae (pars) " 63 310 384 384 404 404 432 0 48 28 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"530" 35 "Lepidoptera" "Nolidae" "Noctuidae (pars)" 0 4 14 14 14 14 14 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"531" 35 "Lepidoptera" "Notodontidae" "Notodontidae" 11 24 29 29 30 30 32 0 3 2 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"532" 35 "Lepidoptera" "Nymphalidae" "Nymphalidae" 25 47 60 60 64 64 64 0 4 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"533" 35 "Lepidoptera" "Papilionidae" "Papilionidae" 3 4 4 4 4 4 4 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"534" 35 "Lepidoptera" "Pieridae" "Pieridae" 9 13 14 14 14 14 14 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"535" 35 "Lepidoptera" "Riodinidae" "Lycaenidae (pars)" 1 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"536" 35 "Lepidoptera" "Saturniidae" "Saturniidae" 2 2 3 3 4 4 4 0 1 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"537" 35 "Lepidoptera" "Sphingidae" "Sphingidae" 11 11 16 16 17 17 17 0 1 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"538" 35 "Lepidoptera" "Zygaenidae" "Zygaenidae" 2 10 7 7 7 7 7 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"539" 37 "Siphonaptera" "Ceratophyllidae" "Ceratophyllidae" 0 11 31 31 30 31 43 0 12 12 "Saprophagous" "Temporary habitats" "Mattias Forshage, Rasmus Hovmöller, Fredrik Ronquist"
"540" 37 "Siphonaptera" "Ctenophthalmidae" "Ctenophtalmidae" 0 3 12 12 10 12 17 0 5 5 "Saprophagous" "Temporary habitats" "Mattias Forshage, Rasmus Hovmöller, Fredrik Ronquist"
"541" 37 "Siphonaptera" "Hystrichopsyllidae" "Hystrichopsyllidae" 0 1 1 1 3 3 3 0 2 0 "Saprophagous" "Temporary habitats" "Mattias Forshage, Rasmus Hovmöller, Fredrik Ronquist"
"542" 37 "Siphonaptera" "Ischnopsyllidae" "Ischnopsyllidae" 0 2 5 5 9 9 13 0 8 4 "Saprophagous" "Temporary habitats" "Mattias Forshage, Rasmus Hovmöller, Fredrik Ronquist"
"543" 37 "Siphonaptera" "Pulicidae" "Pulicidae" 1 5 5 5 6 6 6 0 1 0 "Saprophagous" "Temporary habitats" "Mattias Forshage, Rasmus Hovmöller, Fredrik Ronquist"
"544" 37 "Siphonaptera" "Vermipsyllidae" "Vermipsyllidae" 0 1 2 2 2 2 3 0 1 1 "Saprophagous" "Temporary habitats" "Mattias Forshage, Rasmus Hovmöller, Fredrik Ronquist"
"545" 38 "Mecoptera" "Boreidae" "Boreidae " 0 2 2 2 2 2 2 0 0 0 "Saprophagous" "Soil" "Johannes Bergsten"
"546" 38 "Mecoptera" "Panorpidae" "Panorpidae " 1 3 3 3 4 4 5 0 2 1 "Saprophagous" "Soil" "Johannes Bergsten"
"547" 39 "Diptera" "Anisopodidae" "Anisopodidae" 0 3 6 6 7 7 7 0 1 0 "Saprophagous" "Temporary habitats" "Svante Martinsson"
"548" 39 "Diptera" "Bibionidae" "Bibionidae" 4 17 23 20 24 24 25 0 5 1 "Saprophagous" "Soil" "Svante Martinsson"
"549" 39 "Diptera" "Bolitophilidae" "Bolitophilidae" 0 4 23 15 27 27 38 0 23 11 "Saprophagous" "Fungi" "Jostein Kjaerandsen"
"550" 39 "Diptera" "Canthyloscelidae" "Canthyloscelidae + Synneuridae" 0 0 2 2 2 2 3 0 1 1 "Saprophagous" "Wood" "Svante Martinsson"
"551" 39 "Diptera" "Cecidomyiidae" "Cecidomyiidae" 1 125 425 420 684 684 1250 47 830 566 "Phytophagous" "Plants" "Mathias Jaschhof"
"552" 39 "Diptera" "Ceratopogonidae" "Ceratopogonidae" 1 19 80 80 165 165 185 3 105 20 "Saprophagous" "Water" "Jonas Strandberg"
"553" 39 "Diptera" "Chaoboridae" "Chaoboridae" 0 0 7 7 8 8 8 0 1 0 "Predator" "Water" "Svante Martinsson"
"554" 39 "Diptera" "Chironomidae" "Chironomidae" 5 160 512 512 635 635 680 6 168 45 "Saprophagous" "Water" "Yngve Brodin"
"555" 39 "Diptera" "Culicidae" "Culicidae" 2 29 47 47 50 50 50 0 3 0 "Saprophagous" "Water" "Svante Martinsson"
"556" 39 "Diptera" "Cylindrotomidae" "Cylindrotomidae" 1 4 5 5 5 5 5 0 0 0 "Saprophagous" "Soil" "Svante Martinsson"
"557" 39 "Diptera" "Diadocidiidae" "Diadocidiidae" 0 1 2 2 4 4 9 2 7 5 "Saprophagous" "Fungi" "Jostein Kjaerandsen"
"558" 39 "Diptera" "Ditomyiidae" "Ditomyiidae" 0 2 2 2 3 3 3 0 1 0 "Saprophagous" "Wood" "Jostein Kjaerandsen"
"559" 39 "Diptera" "Dixidae" "Dixidae" 0 4 12 11 14 14 17 0 6 3 "Saprophagous" "Water" "Svante Martinsson"
"560" 39 "Diptera" "Keroplatidae" "Keroplatidae" 0 25 24 33 45 45 60 1 27 15 "Saprophagous" "Fungi" "Jostein Kjaerandsen"
"561" 39 "Diptera" "Limoniidae" "Limoniidae" 5 106 202 202 199 199 240 0 38 41 "Saprophagous" "Soil" "Svante Martinsson"
"562" 39 "Diptera" "Mycetobiidae" "Mycetobiidae" 0 1 2 2 2 2 3 0 1 1 "Saprophagous" "Fungi" "Jostein Kjaerandsen"
"563" 39 "Diptera" "Mycetophilidae" "Mycetophilidae" 0 101 494 422 670 670 890 22 468 220 "Saprophagous" "Fungi" "Jostein Kjaerandsen"
"564" 39 "Diptera" "Pachyneuridae" "Pachyneuridae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Fungi" "Svante Martinsson"
"565" 39 "Diptera" "Pediciidae" "Pediciidae" 1 8 17 17 17 17 21 0 4 4 "Saprophagous" "Soil" "Svante Martinsson"
"566" 39 "Diptera" "Psychodidae" "Psychodidae" 2 15 45 45 63 63 75 1 30 12 "Saprophagous" "Temporary habitats" "Svante Martinsson"
"567" 39 "Diptera" "Ptychopteridae" "Ptychopteridae" 1 5 8 8 8 8 9 0 1 1 "Saprophagous" "Water" "Svante Martinsson"
"568" 39 "Diptera" "Scatopsidae" "Scatopsidae" 1 11 39 39 38 39 50 0 11 11 "Saprophagous" "Temporary habitats" "Svante Martinsson"
"569" 39 "Diptera" "Sciaridae" "Sciaridae" 0 42 71 71 302 302 470 28 399 168 "Saprophagous" "Soil" "Heikki Hippa"
"570" 39 "Diptera" "Simuliidae" "Simuliidae" 2 9 61 61 69 69 90 0 29 21 "Saprophagous" "Water" "Svante Martinsson"
"571" 39 "Diptera" "Thaumaleidae" "Thaumaleidae" 0 0 2 2 2 2 2 0 0 0 "Saprophagous" "Water" "Svante Martinsson"
"572" 39 "Diptera" "Tipulidae" "Tipulidae" 12 61 126 126 129 129 135 0 9 6 "Saprophagous" "Soil" "Svante Martinsson"
"573" 39 "Diptera" "Trichoceridae" "Trichoceridae" 1 0 18 18 27 27 30 2 12 3 "Saprophagous" "Soil" "Svante Martinsson"
"574" 40 "Diptera" "Acartophthalmidae" "Acartophthalmidae " 0 0 3 1 3 3 3 0 2 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"575" 40 "Diptera" "Acroceridae" "Acroceridae " 1 4 5 4 4 4 4 0 0 0 "Predator-parasitoid" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"576" 40 "Diptera" "Agromyzidae" "Agromyzidae " 0 92 307 307 318 318 340 0 33 22 "Phytophagous" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"577" 40 "Diptera" "Anthomyiidae" "Anthomyiidae " 2 385 301 301 340 340 360 13 59 20 "Phytophagous" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"578" 40 "Diptera" "Anthomyzidae" "Anthomyzidae " 0 7 18 18 19 19 22 0 4 3 "Saprophagous" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"579" 40 "Diptera" "Asilidae" "Asilidae " 8 38 39 39 39 39 41 0 2 2 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"580" 40 "Diptera" "Asteiidae" "Asteiidae " 0 5 8 8 8 8 8 0 0 0 "Saprophagous" "Fungi" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"581" 40 "Diptera" "Atelestidae" "Atelestidae " 0 0 1 1 1 1 1 0 0 0 NA NA "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"582" 40 "Diptera" "Athericidae" "Athericidae " 0 0 2 2 2 2 2 0 0 0 "Predator" "Water" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"583" 40 "Diptera" "Aulacigastridae" "Aulacigasteridae " 0 0 1 1 2 2 2 0 1 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"584" 40 "Diptera" "Bombyliidae" "Bombyliidae (pars)" 6 18 21 21 21 21 22 0 1 1 "Phytophage-parasitoid" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"585" 40 "Diptera" "Borboropsidae" "Heleomyzidae (pars)" 0 0 0 0 1 1 1 0 1 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"586" 40 "Diptera" "Brachystomatidae" "Empididae (pars)" 0 2 4 4 5 5 6 0 2 1 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"587" 40 "Diptera" "Braulidae" "Braulidae " 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"588" 40 "Diptera" "Calliphoridae" "Calliphoridae (pars)" 3 17 49 49 49 49 50 0 1 1 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"589" 40 "Diptera" "Camillidae" "Camillidae " 0 0 3 3 3 3 3 0 0 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"590" 40 "Diptera" "Campichoetidae" "Campichoetidae " 0 0 3 3 3 3 3 0 0 0 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"591" 40 "Diptera" "Canacidae" "Tethinidae" 0 1 3 3 5 5 5 0 2 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"592" 40 "Diptera" "Carnidae" "Carnidae " 0 0 11 11 12 12 15 0 4 3 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"593" 40 "Diptera" "Chamaemyiidae" "Chamaemyiidae " 0 17 20 20 26 26 30 0 10 4 "Predator" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"594" 40 "Diptera" "Chiropteromyzidae" "Heleomyzidae (pars)" 0 0 2 2 2 2 2 0 0 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"595" 40 "Diptera" "Chloropidae" "Chloropidae " 1 65 149 149 185 185 200 14 51 15 "Phytophagous" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"596" 40 "Diptera" "Chyromyidae" "Chyromyidae " 1 2 5 5 5 5 6 0 1 1 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"597" 40 "Diptera" "Clusiidae" "Clusiidae " 0 9 11 11 13 13 14 0 3 1 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"598" 40 "Diptera" "Coelopidae" "Coelopidae " 0 6 2 2 3 3 3 0 1 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"599" 40 "Diptera" "Coenomyiidae" "Coenomyiidae " 0 1 1 1 1 1 1 0 0 0 "Predator" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"600" 40 "Diptera" "Conopidae" "Conopidae " 5 16 27 27 27 27 28 1 1 1 "Phytophage-parasitoid" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"601" 40 "Diptera" "Diastatidae" "Diastatidae " 0 5 9 9 9 9 10 0 1 1 "Saprophagous" NA "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"602" 40 "Diptera" "Dolichopodidae" "Dolichopodidae + Microphoridae" 1 200 327 317 356 356 360 2 43 4 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"603" 40 "Diptera" "Drosophilidae" "Drosophilidae " 0 25 60 59 74 74 80 0 21 6 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"604" 40 "Diptera" "Dryomyzidae" "Dryomyzidae (pars)" 0 4 4 4 5 5 5 0 1 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"605" 40 "Diptera" "Empididae" "Empididae (pars)" 5 148 202 202 227 227 240 1 38 13 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"606" 40 "Diptera" "Ephydridae" "Ephydridae " 0 92 144 144 153 153 160 0 16 7 "Saprophagous" "Water" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"607" 40 "Diptera" "Fanniidae" "Fanniidae " 1 21 57 57 63 63 67 1 10 4 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"608" 40 "Diptera" "Gasterophilidae" "Oestridae (pars)" 2 4 4 4 4 4 4 0 0 0 "Parasite" "Homeothermic animals" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"609" 40 "Diptera" "Helcomyzidae" "Dryomyzidae (pars)" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"610" 40 "Diptera" "Heleomyzidae" "Heleomyzidae (pars)" 1 35 51 51 68 68 73 1 22 5 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"611" 40 "Diptera" "Heterocheilidae" "Dryomyzidae (pars)" 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"612" 40 "Diptera" "Hippoboscidae" "Hippoboscidae " 5 6 13 13 14 14 15 0 2 1 "Parasite" "Homeothermic animals" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"613" 40 "Diptera" "Hybotidae" "Hybotidae " 1 80 147 147 162 162 170 1 23 8 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"614" 40 "Diptera" "Hypodermatidae" "Oestridae (pars)" 2 2 3 3 3 3 3 0 0 0 "Parasite" "Homeothermic animals" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"615" 40 "Diptera" "Lauxaniidae" "Lauxaniidae " 0 40 48 44 60 60 65 0 21 5 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"616" 40 "Diptera" "Lonchaeidae" "Lonchaeidae " 0 12 35 28 65 65 67 5 39 2 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"617" 40 "Diptera" "Lonchopteridae" "Lonchopteridae " 0 3 8 8 9 9 9 0 1 0 "Saprophagous" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"618" 40 "Diptera" "Megamerinidae" "Megamerinidae " 0 0 1 1 1 1 1 0 0 0 "Predator" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"619" 40 "Diptera" "Micropezidae" "Micropezidae " 2 6 8 8 8 8 8 0 0 0 "Saprophagous" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"620" 40 "Diptera" "Milichiidae" "Milichiidae " 0 9 14 14 18 18 21 0 7 3 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"621" 40 "Diptera" "Muscidae" "Muscidae " 7 58 358 358 366 366 400 0 42 34 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"622" 40 "Diptera" "Mythicomyiidae" "Bombyliidae (pars)" 0 1 1 1 1 1 1 0 0 0 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"623" 40 "Diptera" "Nycteribiidae" "Nycteribiidae " 0 1 3 3 3 3 3 0 0 0 "Parasite" "Homeothermic animals" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"624" 40 "Diptera" "Odiniidae" "Odiniidae " 0 0 4 3 6 6 7 0 4 1 "Predator" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"625" 40 "Diptera" "Oestridae" "Oestridae (pars)" 1 1 4 4 5 5 5 0 1 0 "Parasite" "Homeothermic animals" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"626" 40 "Diptera" "Opetiidae" "Opetiidae " 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"627" 40 "Diptera" "Opomyzidae" "Opomyzidae " 1 13 17 17 18 18 19 0 2 1 "Phytophagous" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"628" 40 "Diptera" "Pallopteridae" "Pallopteridae " 1 8 16 16 16 16 17 0 1 1 "Predator" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"629" 40 "Diptera" "Periscelididae" "Periscelididae " 0 1 2 2 2 2 3 0 1 1 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"630" 40 "Diptera" "Phaeomyiidae" "Phaeomyiidae " 0 0 2 2 2 2 2 0 0 0 "Saprophage-parasitoid" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"631" 40 "Diptera" "Phoridae" "Phoridae " 0 48 322 183 359 359 1100 1 917 741 "Saprophagous" "Temporary habitats" "Sven-Olof Ulefors"
"632" 40 "Diptera" "Piophilidae" "Piophilidae " 0 0 17 17 22 22 22 1 5 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"633" 40 "Diptera" "Pipunculidae" "Pipunculidae " 0 30 88 87 87 87 115 0 28 28 "Phytophage-parasitoid" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"634" 40 "Diptera" "Platypezidae" "Platypezidae " 0 22 31 31 38 38 38 0 7 0 "Saprophagous" "Fungi" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"635" 40 "Diptera" "Platystomatidae" "Platystomatidae " 0 1 1 1 2 2 2 0 1 0 "Saprophagous" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"636" 40 "Diptera" "Pseudopomyzidae" "Pseudopomyzidae " 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"637" 40 "Diptera" "Psilidae" "Psilidae " 1 23 29 29 30 30 33 0 4 3 "Phytophagous" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"638" 40 "Diptera" "Rhagionidae" "Rhagionidae " 2 19 19 19 19 19 19 0 0 0 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"639" 40 "Diptera" "Rhiniidae" "Calliphoridae (pars)" 0 0 0 0 1 1 1 0 1 0 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
