Event ID,Taxon,Number of vials,Deaccessioned
Event ID 82,Cecidomyiidae,3,NULL
Event ID 824,Cecidomyiidae,1,NULL
Event ID 825,Cecidomyiidae,1,NULL
Event ID 827,Cecidomyiidae,2,NULL
Event ID 828,Cecidomyiidae,2,NULL
Event ID 829,Cecidomyiidae,2,NULL
Event ID 831,Cecidomyiidae,1,NULL
Event ID 832,Cecidomyiidae,3,NULL
Event ID 833,Cecidomyiidae,5,NULL
Event ID 834,Cecidomyiidae,4,NULL
Event ID 835,Cecidomyiidae,3,NULL
Event ID 84,Cecidomyiidae,1,NULL
Event ID 840,Cecidomyiidae,1,NULL
Event ID 85,Cecidomyiidae,2,NULL
Event ID 853,Cecidomyiidae,1,NULL
Event ID 855,Cecidomyiidae,1,NULL
Event ID 858,Cecidomyiidae,1,NULL
Event ID 859,Cecidomyiidae,1,NULL
Event ID 860,Cecidomyiidae,1,NULL
Event ID 861,Cecidomyiidae,1,NULL
Event ID 88,Cecidomyiidae,1,NULL
Event ID 881,Cecidomyiidae,1,NULL
Event ID 886,Cecidomyiidae,1,NULL
Event ID 889,Cecidomyiidae,1,NULL
Event ID 89,Cecidomyiidae,1,NULL
Event ID 891,Cecidomyiidae,1,NULL
Event ID 892,Cecidomyiidae,1,NULL
Event ID 894,Cecidomyiidae,1,1
Event ID 897,Cecidomyiidae,1,NULL
Event ID 899,Cecidomyiidae,2,NULL
Event ID 901,Cecidomyiidae,2,NULL
Event ID 902,Cecidomyiidae,1,NULL
Event ID 906,Cecidomyiidae,1,NULL
Event ID 909,Cecidomyiidae,1,NULL
Event ID 911,Cecidomyiidae,1,NULL
Event ID 915,Cecidomyiidae,1,NULL
Event ID 916,Cecidomyiidae,1,NULL
Event ID 918,Cecidomyiidae,3,NULL
Event ID 919,Cecidomyiidae,2,NULL
Event ID 920,Cecidomyiidae,1,NULL
Event ID 922,Cecidomyiidae,1,NULL
Event ID 932,Cecidomyiidae,1,NULL
Event ID 935,Cecidomyiidae,1,NULL
Event ID 937,Cecidomyiidae,1,NULL
Event ID 95,Cecidomyiidae,1,NULL
Event ID 953,Cecidomyiidae,1,NULL
Event ID 954,Cecidomyiidae,1,NULL
Event ID 961,Cecidomyiidae,1,NULL
Event ID 966,Cecidomyiidae,2,NULL
Event ID 969,Cecidomyiidae,1,NULL
Event ID 97,Cecidomyiidae,1,NULL
Event ID 973,Cecidomyiidae,1,NULL
Event ID 978,Cecidomyiidae,1,NULL
Event ID 980,Cecidomyiidae,2,NULL
Event ID 981,Cecidomyiidae,1,NULL
Event ID 982,Cecidomyiidae,1,NULL
Event ID 983,Cecidomyiidae,1,NULL
Event ID 985,Cecidomyiidae,1,NULL
Event ID 988,Cecidomyiidae,1,NULL
Event ID 991,Cecidomyiidae,2,NULL
Event ID 992,Cecidomyiidae,1,NULL
Event ID 993,Cecidomyiidae,3,NULL
Event ID 994,Cecidomyiidae,1,NULL
Event ID 995,Cecidomyiidae,1,NULL
Event ID 998,Cecidomyiidae,1,NULL
Event ID 999,Cecidomyiidae,1,NULL
Event ID 1313,Cenocoeliinae,1,NULL
Event ID 1314,Cenocoeliinae,1,NULL
Event ID 1315,Cenocoeliinae,1,NULL
Event ID 1395,Cenocoeliinae,1,NULL
Event ID 1725,Cenocoeliinae,1,NULL
Event ID 1728,Cenocoeliinae,1,NULL
Event ID 1729,Cenocoeliinae,1,NULL
Event ID 1730,Cenocoeliinae,1,NULL
Event ID 378,Cenocoeliinae,1,NULL
Event ID 387,Cenocoeliinae,1,NULL
Event ID 1011,Ceraphronidae,1,NULL
Event ID 1013,Ceraphronidae,1,NULL
Event ID 1015,Ceraphronidae,1,NULL
Event ID 1032,Ceraphronidae,1,NULL
Event ID 1033,Ceraphronidae,1,NULL
Event ID 1034,Ceraphronidae,2,NULL
Event ID 1035,Ceraphronidae,2,NULL
Event ID 1038,Ceraphronidae,2,NULL
Event ID 1039,Ceraphronidae,1,NULL
Event ID 104,Ceraphronidae,1,NULL
Event ID 1047,Ceraphronidae,1,NULL
Event ID 1048,Ceraphronidae,1,NULL
Event ID 1049,Ceraphronidae,1,NULL
Event ID 105,Ceraphronidae,1,NULL
Event ID 1050,Ceraphronidae,1,NULL
Event ID 1054,Ceraphronidae,1,NULL
Event ID 1055,Ceraphronidae,1,NULL
Event ID 1056,Ceraphronidae,1,NULL
Event ID 1057,Ceraphronidae,1,NULL
Event ID 1058,Ceraphronidae,1,NULL
Event ID 1060,Ceraphronidae,1,1
Event ID 1061,Ceraphronidae,1,NULL
Event ID 1062,Ceraphronidae,1,NULL
Event ID 1063,Ceraphronidae,1,NULL
Event ID 1064,Ceraphronidae,1,NULL
Event ID 1068,Ceraphronidae,1,NULL
Event ID 1069,Ceraphronidae,1,NULL
Event ID 1070,Ceraphronidae,1,NULL
Event ID 1071,Ceraphronidae,1,NULL
Event ID 1072,Ceraphronidae,1,NULL
Event ID 1073,Ceraphronidae,1,NULL
Event ID 1078,Ceraphronidae,2,NULL
Event ID 1079,Ceraphronidae,1,NULL
Event ID 1081,Ceraphronidae,1,NULL
Event ID 1082,Ceraphronidae,1,NULL
Event ID 1084,Ceraphronidae,1,NULL
Event ID 1087,Ceraphronidae,1,NULL
Event ID 109,Ceraphronidae,1,NULL
Event ID 1091,Ceraphronidae,1,NULL
Event ID 1092,Ceraphronidae,1,NULL
Event ID 1093,Ceraphronidae,1,NULL
Event ID 1096,Ceraphronidae,1,NULL
Event ID 1098,Ceraphronidae,1,NULL
Event ID 110,Ceraphronidae,1,NULL
Event ID 1100,Ceraphronidae,1,NULL
Event ID 1101,Ceraphronidae,1,NULL
Event ID 1102,Ceraphronidae,1,NULL
Event ID 1103,Ceraphronidae,1,NULL
Event ID 1104,Ceraphronidae,1,NULL
Event ID 1105,Ceraphronidae,1,NULL
Event ID 1106,Ceraphronidae,1,NULL
Event ID 1108,Ceraphronidae,1,NULL
Event ID 1112,Ceraphronidae,1,NULL
Event ID 1113,Ceraphronidae,1,NULL
Event ID 1115,Ceraphronidae,1,NULL
Event ID 1117,Ceraphronidae,1,NULL
Event ID 1119,Ceraphronidae,1,NULL
Event ID 112,Ceraphronidae,1,NULL
Event ID 1120,Ceraphronidae,1,NULL
Event ID 1121,Ceraphronidae,1,NULL
Event ID 1123,Ceraphronidae,1,NULL
Event ID 1125,Ceraphronidae,1,NULL
Event ID 1126,Ceraphronidae,1,NULL
Event ID 1127,Ceraphronidae,1,NULL
Event ID 1128,Ceraphronidae,1,NULL
Event ID 1136,Ceraphronidae,1,NULL
Event ID 1137,Ceraphronidae,1,NULL
Event ID 1138,Ceraphronidae,1,1
Event ID 1139,Ceraphronidae,1,NULL
Event ID 114,Ceraphronidae,1,NULL
Event ID 1140,Ceraphronidae,1,NULL
Event ID 1141,Ceraphronidae,1,NULL
Event ID 1142,Ceraphronidae,1,NULL
Event ID 1145,Ceraphronidae,1,NULL
Event ID 1154,Ceraphronidae,1,NULL
Event ID 1155,Ceraphronidae,1,NULL
Event ID 1156,Ceraphronidae,1,NULL
Event ID 1157,Ceraphronidae,1,NULL
Event ID 1158,Ceraphronidae,1,1
Event ID 1159,Ceraphronidae,1,NULL
Event ID 1160,Ceraphronidae,1,NULL
Event ID 1161,Ceraphronidae,1,NULL
Event ID 1166,Ceraphronidae,2,NULL
Event ID 1167,Ceraphronidae,1,NULL
Event ID 1168,Ceraphronidae,1,NULL
Event ID 1169,Ceraphronidae,1,NULL
Event ID 1170,Ceraphronidae,1,NULL
Event ID 1171,Ceraphronidae,1,NULL
Event ID 1172,Ceraphronidae,1,NULL
Event ID 1174,Ceraphronidae,1,NULL
Event ID 1175,Ceraphronidae,1,NULL
Event ID 1186,Ceraphronidae,1,NULL
Event ID 1187,Ceraphronidae,1,NULL
Event ID 1189,Ceraphronidae,1,NULL
Event ID 1192,Ceraphronidae,1,NULL
Event ID 1193,Ceraphronidae,1,NULL
Event ID 1195,Ceraphronidae,1,NULL
Event ID 1196,Ceraphronidae,1,NULL
Event ID 1199,Ceraphronidae,1,NULL
Event ID 1200,Ceraphronidae,1,NULL
Event ID 1201,Ceraphronidae,3,NULL
Event ID 1202,Ceraphronidae,1,NULL
Event ID 1203,Ceraphronidae,1,NULL
Event ID 1204,Ceraphronidae,1,NULL
Event ID 1207,Ceraphronidae,2,NULL
Event ID 1208,Ceraphronidae,3,NULL
Event ID 1209,Ceraphronidae,3,NULL
Event ID 1210,Ceraphronidae,1,NULL
Event ID 1220,Ceraphronidae,1,1
Event ID 1222,Ceraphronidae,1,1
Event ID 1223,Ceraphronidae,1,NULL
Event ID 1224,Ceraphronidae,1,1
Event ID 1224,Ceraphronidae,1,NULL
Event ID 1226,Ceraphronidae,1,NULL
Event ID 1228,Ceraphronidae,1,NULL
Event ID 1231,Ceraphronidae,1,NULL
Event ID 1233,Ceraphronidae,1,NULL
Event ID 1234,Ceraphronidae,1,NULL
Event ID 1235,Ceraphronidae,1,NULL
Event ID 1244,Ceraphronidae,1,NULL
Event ID 1245,Ceraphronidae,1,NULL
Event ID 1247,Ceraphronidae,1,NULL
Event ID 1248,Ceraphronidae,1,NULL
Event ID 1249,Ceraphronidae,1,NULL
Event ID 1252,Ceraphronidae,1,NULL
Event ID 1253,Ceraphronidae,1,NULL
Event ID 1254,Ceraphronidae,1,NULL
Event ID 1255,Ceraphronidae,1,NULL
Event ID 1256,Ceraphronidae,1,NULL
Event ID 1257,Ceraphronidae,1,NULL
Event ID 1258,Ceraphronidae,1,NULL
Event ID 1259,Ceraphronidae,1,NULL
Event ID 1260,Ceraphronidae,1,NULL
Event ID 1261,Ceraphronidae,1,NULL
Event ID 1262,Ceraphronidae,1,1
Event ID 1263,Ceraphronidae,1,NULL
Event ID 1264,Ceraphronidae,1,NULL
Event ID 1265,Ceraphronidae,1,NULL
Event ID 1266,Ceraphronidae,1,NULL
Event ID 1267,Ceraphronidae,1,NULL
Event ID 1268,Ceraphronidae,1,NULL
Event ID 1269,Ceraphronidae,1,NULL
Event ID 1273,Ceraphronidae,1,NULL
Event ID 1274,Ceraphronidae,2,NULL
Event ID 1275,Ceraphronidae,1,NULL
Event ID 1276,Ceraphronidae,1,NULL
Event ID 1285,Ceraphronidae,1,NULL
Event ID 1286,Ceraphronidae,1,NULL
Event ID 1287,Ceraphronidae,1,NULL
Event ID 1289,Ceraphronidae,2,NULL
Event ID 1290,Ceraphronidae,1,NULL
Event ID 1295,Ceraphronidae,1,1
Event ID 1299,Ceraphronidae,1,NULL
Event ID 1300,Ceraphronidae,1,NULL
Event ID 1301,Ceraphronidae,1,NULL
Event ID 1302,Ceraphronidae,2,NULL
Event ID 1303,Ceraphronidae,1,NULL
Event ID 1305,Ceraphronidae,1,NULL
Event ID 1306,Ceraphronidae,1,NULL
Event ID 1308,Ceraphronidae,3,NULL
Event ID 1309,Ceraphronidae,1,NULL
Event ID 1310,Ceraphronidae,2,NULL
Event ID 1311,Ceraphronidae,1,NULL
Event ID 1312,Ceraphronidae,1,NULL
Event ID 1313,Ceraphronidae,1,NULL
Event ID 1314,Ceraphronidae,1,NULL
Event ID 1315,Ceraphronidae,1,NULL
Event ID 1316,Ceraphronidae,1,NULL
Event ID 1317,Ceraphronidae,1,NULL
Event ID 1318,Ceraphronidae,1,NULL
Event ID 1319,Ceraphronidae,1,NULL
Event ID 1321,Ceraphronidae,2,NULL
Event ID 1322,Ceraphronidae,1,NULL
Event ID 1323,Ceraphronidae,1,NULL
Event ID 1324,Ceraphronidae,1,NULL
Event ID 1325,Ceraphronidae,1,NULL
Event ID 1326,Ceraphronidae,1,NULL
Event ID 1327,Ceraphronidae,1,NULL
Event ID 1328,Ceraphronidae,2,NULL
Event ID 1329,Ceraphronidae,3,NULL
Event ID 1330,Ceraphronidae,2,NULL
Event ID 1331,Ceraphronidae,1,NULL
Event ID 1332,Ceraphronidae,1,NULL
Event ID 1333,Ceraphronidae,1,NULL
Event ID 1335,Ceraphronidae,1,NULL
Event ID 1337,Ceraphronidae,1,NULL
Event ID 1339,Ceraphronidae,1,NULL
Event ID 1340,Ceraphronidae,1,NULL
Event ID 1341,Ceraphronidae,2,NULL
Event ID 1342,Ceraphronidae,1,NULL
Event ID 1343,Ceraphronidae,1,NULL
Event ID 1344,Ceraphronidae,1,NULL
Event ID 1345,Ceraphronidae,2,NULL
Event ID 1346,Ceraphronidae,1,NULL
Event ID 1348,Ceraphronidae,1,NULL
Event ID 1349,Ceraphronidae,1,NULL
Event ID 1350,Ceraphronidae,1,NULL
Event ID 1352,Ceraphronidae,1,NULL
Event ID 1355,Ceraphronidae,2,NULL
Event ID 1359,Ceraphronidae,1,NULL
Event ID 1361,Ceraphronidae,1,NULL
Event ID 1362,Ceraphronidae,1,1
Event ID 1363,Ceraphronidae,1,NULL
Event ID 1364,Ceraphronidae,1,NULL
Event ID 1365,Ceraphronidae,1,NULL
Event ID 1366,Ceraphronidae,1,NULL
Event ID 1367,Ceraphronidae,1,NULL
Event ID 1371,Ceraphronidae,1,NULL
Event ID 1373,Ceraphronidae,1,NULL
Event ID 1374,Ceraphronidae,1,NULL
Event ID 1375,Ceraphronidae,1,NULL
Event ID 1376,Ceraphronidae,2,NULL
Event ID 1378,Ceraphronidae,3,NULL
Event ID 1379,Ceraphronidae,1,NULL
Event ID 1380,Ceraphronidae,1,NULL
Event ID 1383,Ceraphronidae,2,NULL
Event ID 1385,Ceraphronidae,1,NULL
Event ID 1387,Ceraphronidae,1,NULL
Event ID 1388,Ceraphronidae,1,NULL
Event ID 1389,Ceraphronidae,1,NULL
Event ID 1392,Ceraphronidae,1,NULL
Event ID 1393,Ceraphronidae,1,NULL
Event ID 1394,Ceraphronidae,1,NULL
Event ID 1395,Ceraphronidae,2,NULL
Event ID 1396,Ceraphronidae,1,NULL
Event ID 1397,Ceraphronidae,1,NULL
Event ID 1398,Ceraphronidae,1,NULL
Event ID 1399,Ceraphronidae,2,NULL
Event ID 1408,Ceraphronidae,1,NULL
Event ID 1413,Ceraphronidae,1,NULL
Event ID 1415,Ceraphronidae,1,NULL
Event ID 1418,Ceraphronidae,1,NULL
Event ID 1419,Ceraphronidae,1,NULL
Event ID 1420,Ceraphronidae,1,NULL
Event ID 1421,Ceraphronidae,1,1
Event ID 1423,Ceraphronidae,1,NULL
Event ID 1424,Ceraphronidae,1,NULL
Event ID 1425,Ceraphronidae,1,1
Event ID 1426,Ceraphronidae,1,NULL
Event ID 1428,Ceraphronidae,1,NULL
Event ID 1432,Ceraphronidae,1,NULL
Event ID 1434,Ceraphronidae,1,NULL
Event ID 1435,Ceraphronidae,1,NULL
Event ID 1443,Ceraphronidae,1,1
Event ID 1446,Ceraphronidae,1,NULL
Event ID 1448,Ceraphronidae,1,NULL
Event ID 1449,Ceraphronidae,1,NULL
Event ID 1450,Ceraphronidae,1,NULL
Event ID 1451,Ceraphronidae,1,NULL
Event ID 1452,Ceraphronidae,1,NULL
Event ID 1453,Ceraphronidae,1,NULL
Event ID 1454,Ceraphronidae,1,NULL
Event ID 1455,Ceraphronidae,1,NULL
Event ID 1456,Ceraphronidae,1,NULL
Event ID 1458,Ceraphronidae,1,NULL
Event ID 1459,Ceraphronidae,2,NULL
Event ID 1460,Ceraphronidae,2,NULL
Event ID 1461,Ceraphronidae,1,NULL
Event ID 1462,Ceraphronidae,1,NULL
Event ID 1463,Ceraphronidae,1,NULL
Event ID 1464,Ceraphronidae,1,NULL
Event ID 1465,Ceraphronidae,1,NULL
Event ID 1466,Ceraphronidae,1,1
Event ID 1467,Ceraphronidae,1,NULL
Event ID 1468,Ceraphronidae,1,NULL
Event ID 1469,Ceraphronidae,1,NULL
Event ID 1483,Ceraphronidae,1,NULL
Event ID 1486,Ceraphronidae,1,NULL
Event ID 1496,Ceraphronidae,1,NULL
Event ID 1497,Ceraphronidae,1,NULL
Event ID 1498,Ceraphronidae,1,NULL
Event ID 1499,Ceraphronidae,1,NULL
Event ID 1503,Ceraphronidae,1,NULL
Event ID 1504,Ceraphronidae,1,NULL
Event ID 1505,Ceraphronidae,1,NULL
Event ID 1506,Ceraphronidae,1,NULL
Event ID 1507,Ceraphronidae,1,NULL
Event ID 1508,Ceraphronidae,1,NULL
Event ID 1513,Ceraphronidae,1,NULL
Event ID 1514,Ceraphronidae,1,NULL
Event ID 1515,Ceraphronidae,1,NULL
Event ID 1516,Ceraphronidae,1,NULL
Event ID 1517,Ceraphronidae,1,NULL
Event ID 1519,Ceraphronidae,1,NULL
Event ID 1520,Ceraphronidae,1,NULL
Event ID 1526,Ceraphronidae,1,NULL
Event ID 1527,Ceraphronidae,1,NULL
Event ID 1528,Ceraphronidae,1,NULL
Event ID 1529,Ceraphronidae,1,NULL
Event ID 1530,Ceraphronidae,1,NULL
Event ID 1531,Ceraphronidae,1,NULL
Event ID 1532,Ceraphronidae,1,NULL
Event ID 1533,Ceraphronidae,1,NULL
Event ID 1534,Ceraphronidae,1,NULL
Event ID 1543,Ceraphronidae,1,NULL
Event ID 1546,Ceraphronidae,1,NULL
Event ID 1547,Ceraphronidae,2,NULL
Event ID 1548,Ceraphronidae,1,NULL
Event ID 1549,Ceraphronidae,1,NULL
Event ID 1551,Ceraphronidae,1,NULL
Event ID 1557,Ceraphronidae,1,NULL
Event ID 1558,Ceraphronidae,1,NULL
Event ID 1565,Ceraphronidae,1,NULL
Event ID 1569,Ceraphronidae,1,NULL
Event ID 1570,Ceraphronidae,1,NULL
Event ID 1572,Ceraphronidae,1,NULL
Event ID 1574,Ceraphronidae,1,NULL
Event ID 1578,Ceraphronidae,1,NULL
Event ID 1589,Ceraphronidae,1,1
Event ID 1590,Ceraphronidae,1,NULL
Event ID 1591,Ceraphronidae,1,NULL
Event ID 1592,Ceraphronidae,1,NULL
Event ID 1594,Ceraphronidae,1,NULL
Event ID 1595,Ceraphronidae,1,NULL
Event ID 1596,Ceraphronidae,1,NULL
Event ID 1600,Ceraphronidae,1,NULL
Event ID 1601,Ceraphronidae,1,1
Event ID 1602,Ceraphronidae,1,NULL
Event ID 1603,Ceraphronidae,1,NULL
Event ID 1605,Ceraphronidae,1,NULL
Event ID 1607,Ceraphronidae,1,1
Event ID 1609,Ceraphronidae,1,NULL
Event ID 1610,Ceraphronidae,1,NULL
Event ID 1611,Ceraphronidae,1,NULL
Event ID 1612,Ceraphronidae,1,NULL
Event ID 1614,Ceraphronidae,1,NULL
Event ID 1615,Ceraphronidae,1,NULL
Event ID 1620,Ceraphronidae,1,NULL
Event ID 1621,Ceraphronidae,1,NULL
Event ID 1625,Ceraphronidae,2,NULL
Event ID 1626,Ceraphronidae,1,NULL
Event ID 1634,Ceraphronidae,1,NULL
Event ID 1635,Ceraphronidae,1,NULL
Event ID 1638,Ceraphronidae,1,NULL
Event ID 1640,Ceraphronidae,1,NULL
Event ID 1641,Ceraphronidae,1,NULL
Event ID 1642,Ceraphronidae,1,NULL
Event ID 1643,Ceraphronidae,1,NULL
Event ID 1644,Ceraphronidae,1,NULL
Event ID 1645,Ceraphronidae,1,NULL
Event ID 1646,Ceraphronidae,1,NULL
Event ID 1647,Ceraphronidae,1,NULL
Event ID 1648,Ceraphronidae,1,NULL
Event ID 1650,Ceraphronidae,1,NULL
Event ID 1651,Ceraphronidae,1,NULL
Event ID 1652,Ceraphronidae,1,NULL
Event ID 1653,Ceraphronidae,1,NULL
Event ID 1655,Ceraphronidae,1,NULL
Event ID 1656,Ceraphronidae,1,NULL
Event ID 1657,Ceraphronidae,1,NULL
Event ID 1659,Ceraphronidae,1,NULL
Event ID 1660,Ceraphronidae,1,NULL
Event ID 1661,Ceraphronidae,1,NULL
Event ID 1662,Ceraphronidae,1,NULL
Event ID 1663,Ceraphronidae,1,NULL
Event ID 1664,Ceraphronidae,1,NULL
Event ID 1666,Ceraphronidae,1,NULL
Event ID 1667,Ceraphronidae,1,NULL
Event ID 1669,Ceraphronidae,1,NULL
Event ID 1672,Ceraphronidae,1,NULL
Event ID 1673,Ceraphronidae,1,NULL
Event ID 1674,Ceraphronidae,1,1
Event ID 1675,Ceraphronidae,1,NULL
Event ID 1683,Ceraphronidae,2,NULL
Event ID 1684,Ceraphronidae,1,NULL
Event ID 1685,Ceraphronidae,2,NULL
Event ID 1692,Ceraphronidae,1,NULL
Event ID 1694,Ceraphronidae,1,NULL
Event ID 1699,Ceraphronidae,1,NULL
Event ID 1701,Ceraphronidae,1,NULL
Event ID 1703,Ceraphronidae,1,NULL
Event ID 1704,Ceraphronidae,2,NULL
Event ID 1715,Ceraphronidae,1,NULL
Event ID 1717,Ceraphronidae,1,NULL
Event ID 1722,Ceraphronidae,1,NULL
Event ID 1723,Ceraphronidae,1,NULL
Event ID 1725,Ceraphronidae,2,NULL
Event ID 1728,Ceraphronidae,1,NULL
Event ID 1729,Ceraphronidae,1,NULL
Event ID 1730,Ceraphronidae,1,NULL
Event ID 1731,Ceraphronidae,2,NULL
Event ID 1732,Ceraphronidae,1,NULL
Event ID 1733,Ceraphronidae,1,NULL
Event ID 1737,Ceraphronidae,1,NULL
Event ID 1738,Ceraphronidae,1,NULL
Event ID 1739,Ceraphronidae,1,NULL
Event ID 1740,Ceraphronidae,1,NULL
Event ID 1741,Ceraphronidae,2,NULL
Event ID 1742,Ceraphronidae,1,NULL
Event ID 1745,Ceraphronidae,1,NULL
Event ID 1746,Ceraphronidae,1,NULL
Event ID 1747,Ceraphronidae,1,NULL
Event ID 175,Ceraphronidae,1,NULL
Event ID 1750,Ceraphronidae,1,1
Event ID 1753,Ceraphronidae,1,NULL
Event ID 1755,Ceraphronidae,1,NULL
Event ID 1756,Ceraphronidae,1,NULL
Event ID 1759,Ceraphronidae,1,NULL
Event ID 1763,Ceraphronidae,1,NULL
Event ID 1765,Ceraphronidae,1,NULL
Event ID 1766,Ceraphronidae,1,NULL
Event ID 1767,Ceraphronidae,1,NULL
Event ID 1768,Ceraphronidae,1,NULL
Event ID 177,Ceraphronidae,1,NULL
Event ID 1770,Ceraphronidae,1,NULL
Event ID 1775,Ceraphronidae,1,NULL
Event ID 1777,Ceraphronidae,1,NULL
Event ID 1778,Ceraphronidae,1,NULL
Event ID 1779,Ceraphronidae,1,NULL
Event ID 178,Ceraphronidae,3,NULL
Event ID 1780,Ceraphronidae,1,NULL
Event ID 1781,Ceraphronidae,1,NULL
Event ID 1786,Ceraphronidae,1,NULL
Event ID 1787,Ceraphronidae,2,NULL
Event ID 1788,Ceraphronidae,1,NULL
Event ID 1789,Ceraphronidae,1,NULL
Event ID 1790,Ceraphronidae,1,NULL
Event ID 1791,Ceraphronidae,1,NULL
Event ID 1792,Ceraphronidae,1,NULL
Event ID 1793,Ceraphronidae,1,NULL
Event ID 1796,Ceraphronidae,1,NULL
Event ID 1797,Ceraphronidae,2,NULL
Event ID 1798,Ceraphronidae,1,NULL
Event ID 1799,Ceraphronidae,1,NULL
Event ID 180,Ceraphronidae,1,NULL
Event ID 1800,Ceraphronidae,1,1
Event ID 1801,Ceraphronidae,1,NULL
Event ID 1802,Ceraphronidae,1,NULL
Event ID 1803,Ceraphronidae,1,NULL
Event ID 1804,Ceraphronidae,1,NULL
Event ID 1805,Ceraphronidae,1,NULL
Event ID 1806,Ceraphronidae,1,NULL
Event ID 1807,Ceraphronidae,1,NULL
Event ID 1808,Ceraphronidae,1,NULL
Event ID 1814,Ceraphronidae,1,NULL
Event ID 1822,Ceraphronidae,1,NULL
Event ID 1823,Ceraphronidae,1,NULL
Event ID 1829,Ceraphronidae,2,NULL
Event ID 183,Ceraphronidae,2,NULL
Event ID 184,Ceraphronidae,2,NULL
Event ID 1840,Ceraphronidae,1,NULL
Event ID 1847,Ceraphronidae,1,NULL
Event ID 1848,Ceraphronidae,1,NULL
Event ID 1849,Ceraphronidae,2,NULL
Event ID 185,Ceraphronidae,1,NULL
Event ID 1850,Ceraphronidae,2,NULL
Event ID 1858,Ceraphronidae,1,NULL
Event ID 1867,Ceraphronidae,1,NULL
Event ID 1869,Ceraphronidae,1,NULL
Event ID 187,Ceraphronidae,2,NULL
Event ID 1871,Ceraphronidae,1,NULL
Event ID 1872,Ceraphronidae,1,NULL
Event ID 1873,Ceraphronidae,1,NULL
Event ID 1874,Ceraphronidae,1,NULL
Event ID 188,Ceraphronidae,1,NULL
Event ID 1883,Ceraphronidae,1,NULL
Event ID 1886,Ceraphronidae,1,NULL
Event ID 189,Ceraphronidae,1,1
Event ID 1891,Ceraphronidae,1,NULL
Event ID 1893,Ceraphronidae,1,NULL
Event ID 1895,Ceraphronidae,1,NULL
Event ID 1896,Ceraphronidae,1,NULL
Event ID 1898,Ceraphronidae,2,NULL
Event ID 1899,Ceraphronidae,1,NULL
Event ID 1900,Ceraphronidae,1,NULL
Event ID 1901,Ceraphronidae,2,NULL
Event ID 1902,Ceraphronidae,1,NULL
Event ID 1906,Ceraphronidae,1,NULL
Event ID 1907,Ceraphronidae,1,NULL
Event ID 1908,Ceraphronidae,1,NULL
Event ID 1909,Ceraphronidae,1,NULL
Event ID 191,Ceraphronidae,3,NULL
Event ID 1910,Ceraphronidae,1,NULL
Event ID 1911,Ceraphronidae,1,NULL
Event ID 1912,Ceraphronidae,1,NULL
Event ID 1913,Ceraphronidae,1,NULL
Event ID 1914,Ceraphronidae,1,NULL
Event ID 192,Ceraphronidae,2,1
Event ID 1921,Ceraphronidae,1,NULL
Event ID 1924,Ceraphronidae,1,NULL
Event ID 1929,Ceraphronidae,1,NULL
Event ID 193,Ceraphronidae,2,NULL
Event ID 194,Ceraphronidae,1,1
Event ID 1945,Ceraphronidae,1,NULL
Event ID 1947,Ceraphronidae,1,NULL
Event ID 1949,Ceraphronidae,1,NULL
Event ID 195,Ceraphronidae,3,NULL
Event ID 1952,Ceraphronidae,1,NULL
Event ID 1953,Ceraphronidae,1,NULL
Event ID 1954,Ceraphronidae,1,NULL
Event ID 1955,Ceraphronidae,1,NULL
Event ID 1956,Ceraphronidae,1,NULL
Event ID 1957,Ceraphronidae,1,NULL
Event ID 1958,Ceraphronidae,1,NULL
Event ID 1959,Ceraphronidae,1,NULL
Event ID 196,Ceraphronidae,2,NULL
Event ID 1966,Ceraphronidae,1,NULL
Event ID 197,Ceraphronidae,2,NULL
Event ID 1975,Ceraphronidae,1,NULL
Event ID 1977,Ceraphronidae,1,NULL
Event ID 1983,Ceraphronidae,1,NULL
Event ID 1984,Ceraphronidae,1,NULL
Event ID 1986,Ceraphronidae,1,NULL
Event ID 1988,Ceraphronidae,1,NULL
Event ID 199,Ceraphronidae,2,NULL
Event ID 1995,Ceraphronidae,1,NULL
Event ID 200,Ceraphronidae,2,1
Event ID 2000,Ceraphronidae,1,NULL
Event ID 201,Ceraphronidae,3,NULL
Event ID 2011,Ceraphronidae,1,NULL
Event ID 2012,Ceraphronidae,1,NULL
Event ID 2013,Ceraphronidae,1,NULL
Event ID 2014,Ceraphronidae,1,NULL
Event ID 2016,Ceraphronidae,1,NULL
Event ID 2018,Ceraphronidae,1,NULL
Event ID 202,Ceraphronidae,1,1
Event ID 2020,Ceraphronidae,1,NULL
Event ID 2021,Ceraphronidae,1,NULL
Event ID 203,Ceraphronidae,2,NULL
Event ID 2030,Ceraphronidae,1,NULL
Event ID 2031,Ceraphronidae,1,NULL
Event ID 2033,Ceraphronidae,1,NULL
Event ID 2034,Ceraphronidae,1,1
Event ID 2034,Ceraphronidae,1,NULL
Event ID 2035,Ceraphronidae,1,NULL
Event ID 2036,Ceraphronidae,6,NULL
Event ID 2037,Ceraphronidae,1,NULL
Event ID 2038,Ceraphronidae,1,NULL
Event ID 204,Ceraphronidae,1,1
Event ID 2040,Ceraphronidae,1,NULL
Event ID 2041,Ceraphronidae,1,NULL
Event ID 2043,Ceraphronidae,1,NULL
Event ID 2044,Ceraphronidae,1,NULL
Event ID 205,Ceraphronidae,1,NULL
