Event ID,Taxon,Number of vials,Deaccessioned
Event ID 2051,Ceraphronidae,1,NULL
Event ID 2052,Ceraphronidae,1,NULL
Event ID 2053,Ceraphronidae,1,NULL
Event ID 2054,Ceraphronidae,2,NULL
Event ID 2055,Ceraphronidae,1,NULL
Event ID 2056,Ceraphronidae,2,NULL
Event ID 2057,Ceraphronidae,1,NULL
Event ID 2058,Ceraphronidae,1,NULL
Event ID 2059,Ceraphronidae,1,NULL
Event ID 206,Ceraphronidae,1,NULL
Event ID 2062,Ceraphronidae,1,NULL
Event ID 2064,Ceraphronidae,2,NULL
Event ID 207,Ceraphronidae,2,NULL
Event ID 208,Ceraphronidae,1,1
Event ID 208,Ceraphronidae,1,NULL
Event ID 209,Ceraphronidae,2,NULL
Event ID 2102,Ceraphronidae,1,NULL
Event ID 2103,Ceraphronidae,1,NULL
Event ID 211,Ceraphronidae,2,NULL
Event ID 212,Ceraphronidae,1,1
Event ID 213,Ceraphronidae,1,NULL
Event ID 215,Ceraphronidae,2,NULL
Event ID 216,Ceraphronidae,2,1
Event ID 217,Ceraphronidae,2,NULL
Event ID 219,Ceraphronidae,2,NULL
Event ID 220,Ceraphronidae,1,1
Event ID 220,Ceraphronidae,1,NULL
Event ID 221,Ceraphronidae,3,NULL
Event ID 223,Ceraphronidae,1,NULL
Event ID 224,Ceraphronidae,1,NULL
Event ID 233,Ceraphronidae,2,1
Event ID 234,Ceraphronidae,1,NULL
Event ID 236,Ceraphronidae,1,NULL
Event ID 238,Ceraphronidae,1,NULL
Event ID 240,Ceraphronidae,2,NULL
Event ID 241,Ceraphronidae,1,NULL
Event ID 242,Ceraphronidae,1,NULL
Event ID 244,Ceraphronidae,1,1
Event ID 245,Ceraphronidae,1,NULL
Event ID 246,Ceraphronidae,2,1
Event ID 247,Ceraphronidae,2,1
Event ID 249,Ceraphronidae,1,NULL
Event ID 253,Ceraphronidae,1,NULL
Event ID 255,Ceraphronidae,1,NULL
Event ID 257,Ceraphronidae,1,NULL
Event ID 266,Ceraphronidae,1,NULL
Event ID 270,Ceraphronidae,1,NULL
Event ID 271,Ceraphronidae,1,NULL
Event ID 272,Ceraphronidae,2,NULL
Event ID 274,Ceraphronidae,1,NULL
Event ID 275,Ceraphronidae,1,NULL
Event ID 284,Ceraphronidae,1,NULL
Event ID 287,Ceraphronidae,1,NULL
Event ID 291,Ceraphronidae,1,NULL
Event ID 292,Ceraphronidae,1,NULL
Event ID 293,Ceraphronidae,1,NULL
Event ID 3051,Ceraphronidae,1,NULL
Event ID 3053,Ceraphronidae,1,NULL
Event ID 3054,Ceraphronidae,1,NULL
Event ID 3055,Ceraphronidae,3,NULL
Event ID 3056,Ceraphronidae,1,NULL
Event ID 3057,Ceraphronidae,1,NULL
Event ID 308,Ceraphronidae,1,NULL
Event ID 309,Ceraphronidae,1,NULL
Event ID 333,Ceraphronidae,1,NULL
Event ID 335,Ceraphronidae,1,NULL
Event ID 339,Ceraphronidae,1,NULL
Event ID 340,Ceraphronidae,1,NULL
Event ID 341,Ceraphronidae,1,NULL
Event ID 342,Ceraphronidae,1,NULL
Event ID 343,Ceraphronidae,1,1
Event ID 343,Ceraphronidae,1,NULL
Event ID 344,Ceraphronidae,2,NULL
Event ID 345,Ceraphronidae,1,NULL
Event ID 352,Ceraphronidae,1,NULL
Event ID 353,Ceraphronidae,1,NULL
Event ID 354,Ceraphronidae,1,NULL
Event ID 355,Ceraphronidae,1,NULL
Event ID 356,Ceraphronidae,1,NULL
Event ID 360,Ceraphronidae,1,NULL
Event ID 362,Ceraphronidae,1,NULL
Event ID 368,Ceraphronidae,1,NULL
Event ID 369,Ceraphronidae,1,NULL
Event ID 370,Ceraphronidae,1,NULL
Event ID 371,Ceraphronidae,2,NULL
Event ID 372,Ceraphronidae,1,NULL
Event ID 373,Ceraphronidae,1,NULL
Event ID 376,Ceraphronidae,1,NULL
Event ID 378,Ceraphronidae,1,NULL
Event ID 379,Ceraphronidae,2,NULL
Event ID 380,Ceraphronidae,1,NULL
Event ID 381,Ceraphronidae,3,NULL
Event ID 382,Ceraphronidae,1,NULL
Event ID 387,Ceraphronidae,1,NULL
Event ID 389,Ceraphronidae,1,NULL
Event ID 393,Ceraphronidae,1,NULL
Event ID 394,Ceraphronidae,1,NULL
Event ID 396,Ceraphronidae,2,NULL
Event ID 397,Ceraphronidae,1,NULL
Event ID 398,Ceraphronidae,1,NULL
Event ID 399,Ceraphronidae,1,NULL
Event ID 400,Ceraphronidae,1,NULL
Event ID 401,Ceraphronidae,1,NULL
Event ID 407,Ceraphronidae,1,NULL
Event ID 408,Ceraphronidae,2,NULL
Event ID 409,Ceraphronidae,1,NULL
Event ID 410,Ceraphronidae,1,NULL
Event ID 411,Ceraphronidae,1,NULL
Event ID 412,Ceraphronidae,2,NULL
Event ID 413,Ceraphronidae,1,NULL
Event ID 414,Ceraphronidae,1,NULL
Event ID 415,Ceraphronidae,1,NULL
Event ID 428,Ceraphronidae,1,NULL
Event ID 430,Ceraphronidae,1,NULL
Event ID 431,Ceraphronidae,1,NULL
Event ID 432,Ceraphronidae,1,NULL
Event ID 433,Ceraphronidae,2,NULL
Event ID 434,Ceraphronidae,1,NULL
Event ID 435,Ceraphronidae,1,1
Event ID 450,Ceraphronidae,1,NULL
Event ID 451,Ceraphronidae,1,NULL
Event ID 452,Ceraphronidae,1,NULL
Event ID 453,Ceraphronidae,1,NULL
Event ID 460,Ceraphronidae,1,NULL
Event ID 466,Ceraphronidae,1,NULL
Event ID 467,Ceraphronidae,1,NULL
Event ID 469,Ceraphronidae,1,NULL
Event ID 470,Ceraphronidae,1,NULL
Event ID 485,Ceraphronidae,1,NULL
Event ID 486,Ceraphronidae,1,NULL
Event ID 487,Ceraphronidae,1,NULL
Event ID 488,Ceraphronidae,1,NULL
Event ID 489,Ceraphronidae,1,NULL
Event ID 490,Ceraphronidae,1,NULL
Event ID 491,Ceraphronidae,1,NULL
Event ID 492,Ceraphronidae,1,NULL
Event ID 495,Ceraphronidae,1,NULL
Event ID 496,Ceraphronidae,1,NULL
Event ID 498,Ceraphronidae,1,NULL
Event ID 499,Ceraphronidae,1,NULL
Event ID 5007,Ceraphronidae,1,NULL
Event ID 501,Ceraphronidae,1,NULL
Event ID 502,Ceraphronidae,1,NULL
Event ID 503,Ceraphronidae,2,NULL
Event ID 504,Ceraphronidae,1,NULL
Event ID 505,Ceraphronidae,1,NULL
Event ID 507,Ceraphronidae,1,NULL
Event ID 509,Ceraphronidae,1,NULL
Event ID 515,Ceraphronidae,2,NULL
Event ID 516,Ceraphronidae,1,NULL
Event ID 517,Ceraphronidae,1,NULL
Event ID 519,Ceraphronidae,1,NULL
Event ID 528,Ceraphronidae,1,NULL
Event ID 533,Ceraphronidae,1,NULL
Event ID 543,Ceraphronidae,1,NULL
Event ID 546,Ceraphronidae,1,NULL
Event ID 547,Ceraphronidae,1,NULL
Event ID 548,Ceraphronidae,1,1
Event ID 549,Ceraphronidae,1,NULL
Event ID 552,Ceraphronidae,1,1
Event ID 553,Ceraphronidae,1,NULL
Event ID 558,Ceraphronidae,1,NULL
Event ID 559,Ceraphronidae,1,NULL
Event ID 560,Ceraphronidae,1,NULL
Event ID 570,Ceraphronidae,1,NULL
Event ID 571,Ceraphronidae,3,NULL
Event ID 576,Ceraphronidae,1,NULL
Event ID 577,Ceraphronidae,1,NULL
Event ID 580,Ceraphronidae,1,NULL
Event ID 581,Ceraphronidae,1,NULL
Event ID 583,Ceraphronidae,1,NULL
Event ID 584,Ceraphronidae,1,1
Event ID 602,Ceraphronidae,1,NULL
Event ID 603,Ceraphronidae,1,NULL
Event ID 604,Ceraphronidae,1,NULL
Event ID 606,Ceraphronidae,1,NULL
Event ID 607,Ceraphronidae,1,NULL
Event ID 608,Ceraphronidae,1,NULL
Event ID 625,Ceraphronidae,1,NULL
Event ID 626,Ceraphronidae,1,NULL
Event ID 64,Ceraphronidae,1,NULL
Event ID 642,Ceraphronidae,1,NULL
Event ID 644,Ceraphronidae,2,NULL
Event ID 645,Ceraphronidae,1,NULL
Event ID 646,Ceraphronidae,1,NULL
Event ID 647,Ceraphronidae,1,NULL
Event ID 649,Ceraphronidae,2,NULL
Event ID 65,Ceraphronidae,1,NULL
Event ID 650,Ceraphronidae,1,NULL
Event ID 66,Ceraphronidae,1,NULL
Event ID 67,Ceraphronidae,1,NULL
Event ID 670,Ceraphronidae,1,NULL
Event ID 671,Ceraphronidae,1,NULL
Event ID 673,Ceraphronidae,1,NULL
Event ID 674,Ceraphronidae,1,NULL
Event ID 675,Ceraphronidae,1,NULL
Event ID 68,Ceraphronidae,1,NULL
Event ID 69,Ceraphronidae,1,NULL
Event ID 690,Ceraphronidae,1,NULL
Event ID 693,Ceraphronidae,1,NULL
Event ID 694,Ceraphronidae,1,NULL
Event ID 695,Ceraphronidae,1,NULL
Event ID 698,Ceraphronidae,1,NULL
Event ID 70,Ceraphronidae,1,NULL
Event ID 708,Ceraphronidae,1,1
Event ID 709,Ceraphronidae,1,1
Event ID 71,Ceraphronidae,1,NULL
Event ID 710,Ceraphronidae,1,NULL
Event ID 714,Ceraphronidae,2,NULL
Event ID 715,Ceraphronidae,1,NULL
Event ID 716,Ceraphronidae,1,NULL
Event ID 717,Ceraphronidae,1,NULL
Event ID 72,Ceraphronidae,1,NULL
Event ID 724,Ceraphronidae,1,NULL
Event ID 727,Ceraphronidae,1,NULL
Event ID 729,Ceraphronidae,1,NULL
Event ID 730,Ceraphronidae,1,NULL
Event ID 733,Ceraphronidae,1,NULL
Event ID 735,Ceraphronidae,1,NULL
Event ID 736,Ceraphronidae,1,NULL
Event ID 74,Ceraphronidae,1,NULL
Event ID 749,Ceraphronidae,1,NULL
Event ID 75,Ceraphronidae,1,NULL
Event ID 751,Ceraphronidae,1,NULL
Event ID 752,Ceraphronidae,1,NULL
Event ID 755,Ceraphronidae,1,NULL
Event ID 758,Ceraphronidae,1,NULL
Event ID 76,Ceraphronidae,1,NULL
Event ID 760,Ceraphronidae,1,NULL
Event ID 763,Ceraphronidae,1,NULL
Event ID 764,Ceraphronidae,1,NULL
Event ID 765,Ceraphronidae,1,NULL
Event ID 766,Ceraphronidae,1,NULL
Event ID 768,Ceraphronidae,1,NULL
Event ID 769,Ceraphronidae,1,NULL
Event ID 77,Ceraphronidae,1,NULL
Event ID 776,Ceraphronidae,1,NULL
Event ID 778,Ceraphronidae,1,NULL
Event ID 779,Ceraphronidae,1,NULL
Event ID 784,Ceraphronidae,1,NULL
Event ID 786,Ceraphronidae,1,NULL
Event ID 787,Ceraphronidae,1,NULL
Event ID 788,Ceraphronidae,2,NULL
Event ID 789,Ceraphronidae,1,NULL
Event ID 79,Ceraphronidae,1,NULL
Event ID 796,Ceraphronidae,1,NULL
Event ID 798,Ceraphronidae,1,NULL
Event ID 799,Ceraphronidae,2,NULL
Event ID 80,Ceraphronidae,1,NULL
Event ID 800,Ceraphronidae,1,NULL
Event ID 801,Ceraphronidae,1,NULL
Event ID 802,Ceraphronidae,1,NULL
Event ID 803,Ceraphronidae,1,NULL
Event ID 806,Ceraphronidae,1,NULL
Event ID 809,Ceraphronidae,2,NULL
Event ID 81,Ceraphronidae,1,NULL
Event ID 810,Ceraphronidae,2,NULL
Event ID 811,Ceraphronidae,1,NULL
Event ID 812,Ceraphronidae,1,NULL
Event ID 816,Ceraphronidae,2,NULL
Event ID 817,Ceraphronidae,3,NULL
Event ID 818,Ceraphronidae,2,NULL
Event ID 819,Ceraphronidae,1,NULL
Event ID 82,Ceraphronidae,3,NULL
Event ID 820,Ceraphronidae,1,NULL
Event ID 822,Ceraphronidae,1,1
Event ID 823,Ceraphronidae,1,NULL
Event ID 827,Ceraphronidae,1,NULL
Event ID 828,Ceraphronidae,1,NULL
Event ID 832,Ceraphronidae,1,NULL
Event ID 833,Ceraphronidae,1,NULL
Event ID 834,Ceraphronidae,3,NULL
Event ID 835,Ceraphronidae,1,NULL
Event ID 84,Ceraphronidae,1,NULL
Event ID 840,Ceraphronidae,2,NULL
Event ID 85,Ceraphronidae,1,NULL
Event ID 852,Ceraphronidae,1,NULL
Event ID 853,Ceraphronidae,2,NULL
Event ID 858,Ceraphronidae,1,NULL
Event ID 860,Ceraphronidae,1,NULL
Event ID 861,Ceraphronidae,1,NULL
Event ID 862,Ceraphronidae,1,NULL
Event ID 863,Ceraphronidae,1,NULL
Event ID 864,Ceraphronidae,2,NULL
Event ID 88,Ceraphronidae,1,NULL
Event ID 882,Ceraphronidae,1,NULL
Event ID 884,Ceraphronidae,1,NULL
Event ID 885,Ceraphronidae,1,NULL
Event ID 886,Ceraphronidae,1,NULL
Event ID 887,Ceraphronidae,1,NULL
Event ID 888,Ceraphronidae,1,NULL
Event ID 889,Ceraphronidae,1,NULL
Event ID 89,Ceraphronidae,1,NULL
Event ID 890,Ceraphronidae,1,NULL
Event ID 891,Ceraphronidae,1,NULL
Event ID 892,Ceraphronidae,1,NULL
Event ID 893,Ceraphronidae,1,1
Event ID 894,Ceraphronidae,1,NULL
Event ID 895,Ceraphronidae,1,NULL
Event ID 896,Ceraphronidae,1,NULL
Event ID 897,Ceraphronidae,1,NULL
Event ID 898,Ceraphronidae,1,NULL
Event ID 90,Ceraphronidae,1,NULL
Event ID 901,Ceraphronidae,1,1
Event ID 902,Ceraphronidae,1,1
Event ID 903,Ceraphronidae,1,NULL
Event ID 904,Ceraphronidae,1,NULL
Event ID 909,Ceraphronidae,1,1
Event ID 91,Ceraphronidae,1,NULL
Event ID 912,Ceraphronidae,1,NULL
Event ID 913,Ceraphronidae,1,NULL
Event ID 915,Ceraphronidae,1,NULL
Event ID 919,Ceraphronidae,1,NULL
Event ID 92,Ceraphronidae,1,NULL
Event ID 920,Ceraphronidae,1,NULL
Event ID 921,Ceraphronidae,1,NULL
Event ID 928,Ceraphronidae,1,NULL
Event ID 929,Ceraphronidae,1,NULL
Event ID 930,Ceraphronidae,1,NULL
Event ID 932,Ceraphronidae,1,NULL
Event ID 935,Ceraphronidae,1,1
Event ID 936,Ceraphronidae,1,NULL
Event ID 937,Ceraphronidae,2,NULL
Event ID 938,Ceraphronidae,1,NULL
Event ID 939,Ceraphronidae,1,NULL
Event ID 94,Ceraphronidae,1,NULL
Event ID 945,Ceraphronidae,1,NULL
Event ID 948,Ceraphronidae,1,NULL
Event ID 951,Ceraphronidae,1,NULL
Event ID 952,Ceraphronidae,1,NULL
Event ID 953,Ceraphronidae,1,NULL
Event ID 954,Ceraphronidae,1,NULL
Event ID 955,Ceraphronidae,1,NULL
Event ID 961,Ceraphronidae,1,NULL
Event ID 967,Ceraphronidae,1,NULL
Event ID 968,Ceraphronidae,1,NULL
Event ID 969,Ceraphronidae,1,NULL
Event ID 979,Ceraphronidae,1,NULL
Event ID 981,Ceraphronidae,1,NULL
Event ID 982,Ceraphronidae,1,NULL
Event ID 99,Ceraphronidae,1,NULL
Event ID 991,Ceraphronidae,2,NULL
Event ID 994,Ceraphronidae,1,NULL
Event ID 995,Ceraphronidae,1,NULL
Event ID 998,Ceraphronidae,1,NULL
Event ID 999,Ceraphronidae,1,1
Event ID 3053,Ceraphronoidea,1,NULL
Event ID 1029,Ceratopogonidae,1,NULL
Event ID 1032,Ceratopogonidae,1,NULL
Event ID 1035,Ceratopogonidae,2,NULL
Event ID 1036,Ceratopogonidae,1,NULL
Event ID 1037,Ceratopogonidae,1,NULL
Event ID 104,Ceratopogonidae,1,NULL
Event ID 1040,Ceratopogonidae,1,NULL
Event ID 1041,Ceratopogonidae,1,NULL
Event ID 1047,Ceratopogonidae,1,NULL
Event ID 1048,Ceratopogonidae,2,NULL
Event ID 1049,Ceratopogonidae,1,NULL
Event ID 1050,Ceratopogonidae,1,NULL
Event ID 1051,Ceratopogonidae,1,NULL
Event ID 1055,Ceratopogonidae,1,NULL
Event ID 1060,Ceratopogonidae,1,NULL
Event ID 1061,Ceratopogonidae,1,NULL
Event ID 1062,Ceratopogonidae,1,NULL
Event ID 1063,Ceratopogonidae,2,NULL
Event ID 1068,Ceratopogonidae,1,NULL
Event ID 1070,Ceratopogonidae,1,NULL
Event ID 1074,Ceratopogonidae,1,NULL
Event ID 1079,Ceratopogonidae,1,NULL
Event ID 1081,Ceratopogonidae,1,NULL
Event ID 109,Ceratopogonidae,1,NULL
Event ID 1091,Ceratopogonidae,1,NULL
Event ID 1095,Ceratopogonidae,1,NULL
Event ID 1119,Ceratopogonidae,1,NULL
Event ID 1121,Ceratopogonidae,1,1
Event ID 1127,Ceratopogonidae,1,NULL
Event ID 1128,Ceratopogonidae,1,NULL
Event ID 1129,Ceratopogonidae,1,NULL
Event ID 1136,Ceratopogonidae,3,NULL
Event ID 1137,Ceratopogonidae,1,NULL
Event ID 114,Ceratopogonidae,1,NULL
Event ID 1142,Ceratopogonidae,1,NULL
Event ID 1145,Ceratopogonidae,1,NULL
Event ID 1154,Ceratopogonidae,1,NULL
Event ID 1155,Ceratopogonidae,1,NULL
Event ID 1159,Ceratopogonidae,1,NULL
Event ID 1160,Ceratopogonidae,1,NULL
Event ID 1161,Ceratopogonidae,1,NULL
Event ID 1165,Ceratopogonidae,1,NULL
Event ID 1166,Ceratopogonidae,2,NULL
Event ID 1167,Ceratopogonidae,1,NULL
Event ID 1170,Ceratopogonidae,2,NULL
Event ID 1172,Ceratopogonidae,2,NULL
Event ID 1177,Ceratopogonidae,1,NULL
Event ID 1185,Ceratopogonidae,2,NULL
Event ID 1186,Ceratopogonidae,2,NULL
Event ID 1187,Ceratopogonidae,2,NULL
Event ID 1188,Ceratopogonidae,3,NULL
Event ID 1189,Ceratopogonidae,1,NULL
Event ID 1190,Ceratopogonidae,2,NULL
Event ID 1191,Ceratopogonidae,1,NULL
Event ID 1193,Ceratopogonidae,1,NULL
Event ID 1194,Ceratopogonidae,1,NULL
Event ID 1196,Ceratopogonidae,1,NULL
Event ID 1199,Ceratopogonidae,2,NULL
Event ID 1200,Ceratopogonidae,1,NULL
Event ID 1201,Ceratopogonidae,1,NULL
Event ID 1204,Ceratopogonidae,1,NULL
Event ID 1208,Ceratopogonidae,3,NULL
Event ID 1209,Ceratopogonidae,4,NULL
Event ID 1210,Ceratopogonidae,1,NULL
Event ID 1222,Ceratopogonidae,2,NULL
Event ID 1223,Ceratopogonidae,2,NULL
Event ID 1224,Ceratopogonidae,1,NULL
Event ID 1233,Ceratopogonidae,1,NULL
Event ID 1250,Ceratopogonidae,1,NULL
Event ID 1258,Ceratopogonidae,1,NULL
Event ID 1259,Ceratopogonidae,1,NULL
Event ID 1266,Ceratopogonidae,1,NULL
Event ID 1269,Ceratopogonidae,1,NULL
Event ID 1272,Ceratopogonidae,1,NULL
Event ID 1273,Ceratopogonidae,2,NULL
Event ID 1274,Ceratopogonidae,1,NULL
Event ID 1275,Ceratopogonidae,2,NULL
Event ID 1286,Ceratopogonidae,1,NULL
Event ID 1290,Ceratopogonidae,1,NULL
Event ID 1295,Ceratopogonidae,1,NULL
Event ID 1300,Ceratopogonidae,1,NULL
Event ID 1305,Ceratopogonidae,1,NULL
Event ID 1310,Ceratopogonidae,2,NULL
Event ID 1322,Ceratopogonidae,1,NULL
Event ID 1323,Ceratopogonidae,2,NULL
Event ID 1326,Ceratopogonidae,1,NULL
Event ID 1328,Ceratopogonidae,1,NULL
Event ID 1329,Ceratopogonidae,3,NULL
Event ID 1330,Ceratopogonidae,1,NULL
Event ID 1332,Ceratopogonidae,2,NULL
Event ID 1333,Ceratopogonidae,1,NULL
Event ID 1339,Ceratopogonidae,1,NULL
Event ID 1342,Ceratopogonidae,1,NULL
Event ID 1343,Ceratopogonidae,1,NULL
Event ID 1345,Ceratopogonidae,1,NULL
Event ID 1346,Ceratopogonidae,1,NULL
Event ID 1348,Ceratopogonidae,1,NULL
Event ID 1355,Ceratopogonidae,1,NULL
Event ID 1359,Ceratopogonidae,1,NULL
Event ID 1361,Ceratopogonidae,1,NULL
Event ID 1362,Ceratopogonidae,1,NULL
Event ID 1363,Ceratopogonidae,2,NULL
Event ID 1366,Ceratopogonidae,1,NULL
Event ID 1373,Ceratopogonidae,1,NULL
Event ID 1376,Ceratopogonidae,2,NULL
Event ID 1378,Ceratopogonidae,1,NULL
Event ID 1379,Ceratopogonidae,1,NULL
Event ID 1386,Ceratopogonidae,2,NULL
Event ID 1388,Ceratopogonidae,2,NULL
Event ID 1389,Ceratopogonidae,2,NULL
Event ID 1392,Ceratopogonidae,1,NULL
Event ID 1394,Ceratopogonidae,1,NULL
Event ID 1397,Ceratopogonidae,2,NULL
Event ID 1398,Ceratopogonidae,1,NULL
Event ID 1404,Ceratopogonidae,1,NULL
Event ID 1407,Ceratopogonidae,1,NULL
Event ID 1408,Ceratopogonidae,1,NULL
Event ID 1409,Ceratopogonidae,1,NULL
Event ID 1411,Ceratopogonidae,1,NULL
Event ID 1418,Ceratopogonidae,1,NULL
Event ID 1420,Ceratopogonidae,1,NULL
Event ID 1421,Ceratopogonidae,1,NULL
Event ID 1424,Ceratopogonidae,1,NULL
Event ID 1428,Ceratopogonidae,1,NULL
Event ID 1432,Ceratopogonidae,3,NULL
Event ID 1433,Ceratopogonidae,1,NULL
Event ID 1443,Ceratopogonidae,2,NULL
Event ID 1446,Ceratopogonidae,1,NULL
Event ID 1450,Ceratopogonidae,1,NULL
Event ID 1454,Ceratopogonidae,1,NULL
Event ID 1455,Ceratopogonidae,1,NULL
Event ID 1459,Ceratopogonidae,1,NULL
Event ID 1460,Ceratopogonidae,2,NULL
Event ID 1461,Ceratopogonidae,1,NULL
Event ID 1462,Ceratopogonidae,2,NULL
Event ID 1464,Ceratopogonidae,1,NULL
Event ID 1467,Ceratopogonidae,1,NULL
Event ID 1468,Ceratopogonidae,1,NULL
Event ID 1477,Ceratopogonidae,1,NULL
Event ID 1482,Ceratopogonidae,1,NULL
Event ID 1484,Ceratopogonidae,1,NULL
Event ID 1485,Ceratopogonidae,1,NULL
Event ID 1488,Ceratopogonidae,1,NULL
Event ID 1495,Ceratopogonidae,1,NULL
Event ID 1498,Ceratopogonidae,1,NULL
Event ID 1503,Ceratopogonidae,1,NULL
Event ID 1507,Ceratopogonidae,1,NULL
Event ID 1509,Ceratopogonidae,2,NULL
Event ID 1513,Ceratopogonidae,1,NULL
Event ID 1514,Ceratopogonidae,1,NULL
Event ID 1516,Ceratopogonidae,2,NULL
Event ID 1522,Ceratopogonidae,1,NULL
Event ID 1526,Ceratopogonidae,1,NULL
Event ID 1528,Ceratopogonidae,1,NULL
Event ID 1529,Ceratopogonidae,1,NULL
Event ID 1543,Ceratopogonidae,1,NULL
Event ID 1546,Ceratopogonidae,1,NULL
Event ID 1547,Ceratopogonidae,1,NULL
Event ID 1557,Ceratopogonidae,1,NULL
Event ID 1558,Ceratopogonidae,1,NULL
Event ID 1561,Ceratopogonidae,1,NULL
Event ID 1562,Ceratopogonidae,1,NULL
Event ID 1563,Ceratopogonidae,1,NULL
Event ID 1565,Ceratopogonidae,4,NULL
Event ID 1572,Ceratopogonidae,1,NULL
Event ID 1589,Ceratopogonidae,1,NULL
Event ID 1592,Ceratopogonidae,1,NULL
Event ID 1593,Ceratopogonidae,1,NULL
Event ID 1596,Ceratopogonidae,1,NULL
Event ID 1599,Ceratopogonidae,1,NULL
Event ID 1601,Ceratopogonidae,1,NULL
Event ID 1602,Ceratopogonidae,1,NULL
Event ID 1604,Ceratopogonidae,1,NULL
Event ID 1605,Ceratopogonidae,1,NULL
Event ID 1606,Ceratopogonidae,2,NULL
Event ID 1607,Ceratopogonidae,1,NULL
Event ID 1608,Ceratopogonidae,2,NULL
Event ID 1610,Ceratopogonidae,6,NULL
Event ID 1611,Ceratopogonidae,5,NULL
Event ID 1612,Ceratopogonidae,2,NULL
Event ID 1613,Ceratopogonidae,1,NULL
Event ID 1614,Ceratopogonidae,1,NULL
Event ID 1616,Ceratopogonidae,1,NULL
Event ID 1620,Ceratopogonidae,1,NULL
Event ID 1621,Ceratopogonidae,1,NULL
Event ID 1634,Ceratopogonidae,1,NULL
Event ID 1639,Ceratopogonidae,1,NULL
Event ID 1643,Ceratopogonidae,1,NULL
Event ID 1644,Ceratopogonidae,2,NULL
Event ID 1646,Ceratopogonidae,2,NULL
Event ID 1647,Ceratopogonidae,1,NULL
Event ID 1651,Ceratopogonidae,2,NULL
Event ID 1652,Ceratopogonidae,1,NULL
Event ID 1653,Ceratopogonidae,1,NULL
Event ID 1654,Ceratopogonidae,1,NULL
Event ID 1655,Ceratopogonidae,1,NULL
Event ID 1656,Ceratopogonidae,1,NULL
Event ID 1658,Ceratopogonidae,2,NULL
Event ID 1659,Ceratopogonidae,3,NULL
Event ID 1660,Ceratopogonidae,4,NULL
Event ID 1666,Ceratopogonidae,2,NULL
Event ID 1667,Ceratopogonidae,2,NULL
Event ID 1669,Ceratopogonidae,1,NULL
Event ID 1673,Ceratopogonidae,1,NULL
Event ID 1699,Ceratopogonidae,1,NULL
Event ID 1701,Ceratopogonidae,1,NULL
Event ID 1703,Ceratopogonidae,1,NULL
Event ID 1704,Ceratopogonidae,1,NULL
Event ID 1715,Ceratopogonidae,1,NULL
Event ID 1716,Ceratopogonidae,1,1
Event ID 1717,Ceratopogonidae,1,NULL
Event ID 1722,Ceratopogonidae,1,NULL
Event ID 1725,Ceratopogonidae,1,NULL
Event ID 1728,Ceratopogonidae,1,NULL
Event ID 1730,Ceratopogonidae,1,NULL
Event ID 1733,Ceratopogonidae,1,NULL
Event ID 1734,Ceratopogonidae,1,NULL
Event ID 1736,Ceratopogonidae,1,NULL
Event ID 1738,Ceratopogonidae,1,NULL
Event ID 1741,Ceratopogonidae,1,NULL
Event ID 1743,Ceratopogonidae,1,NULL
Event ID 1746,Ceratopogonidae,1,NULL
Event ID 175,Ceratopogonidae,1,NULL
Event ID 1753,Ceratopogonidae,1,NULL
Event ID 1756,Ceratopogonidae,1,NULL
Event ID 1759,Ceratopogonidae,1,NULL
Event ID 1765,Ceratopogonidae,1,NULL
Event ID 1766,Ceratopogonidae,1,NULL
Event ID 1767,Ceratopogonidae,1,NULL
Event ID 1768,Ceratopogonidae,1,NULL
Event ID 1770,Ceratopogonidae,1,NULL
Event ID 1776,Ceratopogonidae,1,NULL
Event ID 178,Ceratopogonidae,1,NULL
Event ID 1781,Ceratopogonidae,1,NULL
Event ID 1786,Ceratopogonidae,1,NULL
Event ID 1787,Ceratopogonidae,1,NULL
Event ID 1790,Ceratopogonidae,1,NULL
Event ID 1792,Ceratopogonidae,1,NULL
Event ID 1793,Ceratopogonidae,2,NULL
Event ID 1794,Ceratopogonidae,1,NULL
Event ID 1796,Ceratopogonidae,2,NULL
Event ID 1797,Ceratopogonidae,2,NULL
Event ID 1798,Ceratopogonidae,1,NULL
Event ID 1800,Ceratopogonidae,1,NULL
Event ID 1802,Ceratopogonidae,1,NULL
Event ID 1803,Ceratopogonidae,1,NULL
Event ID 1809,Ceratopogonidae,1,NULL
Event ID 1815,Ceratopogonidae,1,NULL
Event ID 1829,Ceratopogonidae,1,NULL
Event ID 1840,Ceratopogonidae,1,NULL
Event ID 1847,Ceratopogonidae,1,NULL
Event ID 1848,Ceratopogonidae,1,NULL
Event ID 1849,Ceratopogonidae,1,NULL
Event ID 185,Ceratopogonidae,1,NULL
Event ID 1850,Ceratopogonidae,1,NULL
Event ID 1851,Ceratopogonidae,1,NULL
Event ID 1867,Ceratopogonidae,1,NULL
Event ID 1898,Ceratopogonidae,2,NULL
Event ID 1899,Ceratopogonidae,1,NULL
Event ID 1900,Ceratopogonidae,1,NULL
Event ID 1902,Ceratopogonidae,1,NULL
Event ID 1905,Ceratopogonidae,1,NULL
Event ID 1906,Ceratopogonidae,1,NULL
Event ID 1907,Ceratopogonidae,1,NULL
Event ID 1908,Ceratopogonidae,1,NULL
