"Genus"	"Species"	"Author"	"GUID"	"Source"	"Notes..errors..synonyms..undescribed.etc."	"Taxon.name..computed."
"81"	"Bactericera"	"reuteri"	"(Šulc, 1913)"	"http://dyntaxa.se/taxon/info/258632"	"Dyntaxa"	NA	"Bactericera reuteri"
"82"	"Bactericera"	"albiventris"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258633"	"Dyntaxa"	NA	"Bactericera albiventris"
"83"	"Bactericera"	"salicivora"	"(Reuter, 1876)"	"http://dyntaxa.se/taxon/info/258634"	"Dyntaxa"	NA	"Bactericera salicivora"
"84"	"Bactericera"	"striola"	"(Flor, 1861)"	"http://dyntaxa.se/taxon/info/258635"	"Dyntaxa"	NA	"Bactericera striola"
"85"	"Bactericera"	"parastriola"	"Conci, Ossiannilsson & Tamanini, 1988"	"http://dyntaxa.se/taxon/info/258636"	"Dyntaxa"	NA	"Bactericera parastriola"
"86"	"Bactericera"	"curvatinerivs"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258637"	"Dyntaxa"	NA	"Bactericera curvatinerivs"
"87"	"Bactericera"	"substriola"	"Ossiannilsson, 1992"	"http://dyntaxa.se/taxon/info/258638"	"Dyntaxa"	NA	"Bactericera substriola"
"88"	"Bactericera"	"nigricornis"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258639"	"Dyntaxa"	NA	"Bactericera nigricornis"
"89"	"Bactericera"	"calcarata"	"(Schaefer, 1949)"	"http://dyntaxa.se/taxon/info/258640"	"Dyntaxa"	NA	"Bactericera calcarata"
"90"	"Trioza"	"sp."	"Förster, 1848"	"http://dyntaxa.se/taxon/info/1015436"	"Dyntaxa"	NA	"Trioza sp."
"91"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/258641"	"Dyntaxa"	NA	"Trioza urticae"
"92"	"Trioza"	"remota"	"Förster, 1848"	"http://dyntaxa.se/taxon/info/258642"	"Dyntaxa"	NA	"Trioza remota"
"93"	"Trioza"	"rhamni"	"(Schrank, 1801)"	"http://dyntaxa.se/taxon/info/258643"	"Dyntaxa"	NA	"Trioza rhamni"
"94"	"Trioza"	"alacris"	"Flor, 1861"	"http://dyntaxa.se/taxon/info/258644"	"Dyntaxa"	NA	"Trioza alacris"
"95"	"Trioza"	"centranthi"	"(Vallot, 1829)"	"http://dyntaxa.se/taxon/info/258645"	"Dyntaxa"	NA	"Trioza centranthi"
"96"	"Trioza"	"galii"	"Förster, 1848"	"http://dyntaxa.se/taxon/info/258646"	"Dyntaxa"	NA	"Trioza galii"
"97"	"Trioza"	"dispar"	"Löw, 1878"	"http://dyntaxa.se/taxon/info/258647"	"Dyntaxa"	NA	"Trioza dispar"
"98"	"Trioza"	"tatrensis"	"Klimaszewski, 1965"	"http://dyntaxa.se/taxon/info/258648"	"Dyntaxa"	NA	"Trioza tatrensis"
"99"	"Trioza"	"flavipennis"	"Förster, 1848"	"http://dyntaxa.se/taxon/info/258649"	"Dyntaxa"	NA	"Trioza flavipennis"
"100"	"Trioza"	"rotundata"	"Flor, 1861"	"http://dyntaxa.se/taxon/info/258650"	"Dyntaxa"	NA	"Trioza rotundata"
"101"	"Trioza"	"cerastii"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/258651"	"Dyntaxa"	NA	"Trioza cerastii"
"102"	"Trioza"	"abdominalis"	"Flor, 1861"	"http://dyntaxa.se/taxon/info/258652"	"Dyntaxa"	NA	"Trioza abdominalis"
"103"	"Trioza"	"chrysanthemi"	"Löw, 1878"	"http://dyntaxa.se/taxon/info/258653"	"Dyntaxa"	NA	"Trioza chrysanthemi"
"104"	"Trioza"	"munda"	"Förster, 1848"	"http://dyntaxa.se/taxon/info/258654"	"Dyntaxa"	NA	"Trioza munda"
"105"	"Trioza"	"viridula"	"(Zetterstedt, 1828)"	"http://dyntaxa.se/taxon/info/258655"	"Dyntaxa"	NA	"Trioza viridula"
"106"	"Trioza"	"cirsii"	"Löw, 1881"	"http://dyntaxa.se/taxon/info/258656"	"Dyntaxa"	NA	"Trioza cirsii"
"107"	"Trioza"	"agrophila"	"Löw, 1888"	"http://dyntaxa.se/taxon/info/258657"	"Dyntaxa"	NA	"Trioza agrophila"
"108"	"Trioza"	"apicalis"	"Förster, 1848"	"http://dyntaxa.se/taxon/info/258658"	"Dyntaxa"	NA	"Trioza apicalis"
"109"	"Trioza"	"anthrisci"	"Burckhardt, 1986"	"http://dyntaxa.se/taxon/info/258659"	"Dyntaxa"	NA	"Trioza anthrisci"
"110"	"Trioza"	"laserpitii"	"Burckhardt & Lauterer, 1982"	"http://dyntaxa.se/taxon/info/258660"	"Dyntaxa"	NA	"Trioza laserpitii"
"111"	"Trioza"	"chenopodii"	"Reuter, 1876"	"http://dyntaxa.se/taxon/info/258661"	"Dyntaxa"	NA	"Trioza chenopodii"
