"Genus"	"Species"	"Author"	"GUID"	"Source"	"Taxon.name..computed."
"112"	"Pygostolus"	"falcatus"	"(Nees, 1834)"	"http://dyntaxa.se/taxon/info/253209"	"Dyntaxa"	"Pygostolus falcatus"
"113"	"Pygostolus"	"sticticus"	"(Fabricius, 1798)"	"http://dyntaxa.se/taxon/info/253210"	"Dyntaxa"	"Pygostolus sticticus"
"114"	"Rilipertus"	"sp."	"Haeselbarth, 1996"	"http://dyntaxa.se/taxon/info/1014355"	"Dyntaxa"	"Rilipertus sp."
"115"	"Rilipertus"	"facialis"	"(Thomson, 1892)"	"http://dyntaxa.se/taxon/info/253211"	"Dyntaxa"	"Rilipertus facialis"
"116"	"Rilipertus"	"intricatus"	"(Ruthe, 1859)"	"http://dyntaxa.se/taxon/info/253212"	"Dyntaxa"	"Rilipertus intricatus"
"117"	"Ropalophorus"	"sp."	"Curtis, 1837"	"http://dyntaxa.se/taxon/info/1014356"	"Dyntaxa"	"Ropalophorus sp."
"118"	"Ropalophorus"	"clavicornis"	"(Wesmael, 1835)"	"http://dyntaxa.se/taxon/info/253213"	"Dyntaxa"	"Ropalophorus clavicornis"
"119"	"Streblocera"	"sp."	"Westwood, 1833"	"http://dyntaxa.se/taxon/info/1014357"	"Dyntaxa"	"Streblocera sp."
"120"	"Streblocera"	"macroscapa"	"(Ruthe, 1856)"	"http://dyntaxa.se/taxon/info/253214"	"Dyntaxa"	"Streblocera macroscapa"
"121"	"Syntretus"	"sp."	"Förster, 1862"	"http://dyntaxa.se/taxon/info/1014358"	"Dyntaxa"	"Syntretus sp."
"122"	"Syntretus"	"elegans"	"(Ruthe, 1856)"	"http://dyntaxa.se/taxon/info/253215"	"Dyntaxa"	"Syntretus elegans"
"123"	"Syntretus"	"fuscivalvis"	"van Achterberg & Haeselbarth, 2003"	"http://dyntaxa.se/taxon/info/253216"	"Dyntaxa"	"Syntretus fuscivalvis"
"124"	"Syntretus"	"idalius"	"(Haliday, 1833)"	"http://dyntaxa.se/taxon/info/253217"	"Dyntaxa"	"Syntretus idalius"
"125"	"Syntretus"	"politus"	"(Ruthe, 1862)"	"http://dyntaxa.se/taxon/info/253218"	"Dyntaxa"	"Syntretus politus"
"126"	"Syntretus"	"splendidus"	"(Marshall, 1887)"	"http://dyntaxa.se/taxon/info/253219"	"Dyntaxa"	"Syntretus splendidus"
"127"	"Syntretus"	"xanthocephalus"	"(Marshall, 1887)"	"http://dyntaxa.se/taxon/info/253220"	"Dyntaxa"	"Syntretus xanthocephalus"
"128"	"Zele"	"sp."	"Curtis, 1832"	"http://dyntaxa.se/taxon/info/1014359"	"Dyntaxa"	"Zele sp."
"129"	"Zele"	"albiditarsus"	"Curtis, 1832"	"http://dyntaxa.se/taxon/info/253221"	"Dyntaxa"	"Zele albiditarsus"
"130"	"Zele"	"annulicrus"	"(Thomson, 1895)"	"http://dyntaxa.se/taxon/info/253222"	"Dyntaxa"	"Zele annulicrus"
"131"	"Zele"	"caligatus"	"(Haliday, 1835)"	"http://dyntaxa.se/taxon/info/253223"	"Dyntaxa"	"Zele caligatus"
"132"	"Zele"	"chlorophthalmus"	"(Spinola, 1808)"	"http://dyntaxa.se/taxon/info/253224"	"Dyntaxa"	"Zele chlorophthalmus"
"133"	"Zele"	"deceptor"	"(Wesmael, 1835)"	"http://dyntaxa.se/taxon/info/253225"	"Dyntaxa"	"Zele deceptor"
