"Genus"	"Species"	"Author"	"GUID"	"Source"	"Taxon.name..computed."
"73"	"Evagetes"	"gibbulus"	"(Lepeletier, 1845)"	"http://dyntaxa.se/taxon/info/100969"	"Dyntaxa"	"Evagetes gibbulus"
"74"	"Evagetes"	"littoralis"	"Wesmael, 1851"	"http://dyntaxa.se/taxon/info/100970"	"Dyntaxa"	"Evagetes littoralis"
"75"	"Evagetes"	"alamannicus"	"(Blüthgen, 1944)"	"http://dyntaxa.se/taxon/info/234198"	"Dyntaxa"	"Evagetes alamannicus"
"76"	"Evagetes"	"proximus"	"(Dahlbom, 1845)"	"http://dyntaxa.se/taxon/info/234199"	"Dyntaxa"	"Evagetes proximus"
"77"	"Evagetes"	"crassicornis"	"(Shuckard, 1837)"	"http://dyntaxa.se/taxon/info/234200"	"Dyntaxa"	"Evagetes crassicornis"
"78"	"Evagetes"	"pectinipes"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/234201"	"Dyntaxa"	"Evagetes pectinipes"
"79"	"Evagetes"	"sahlbergi"	"(Morawitz, 1893)"	"http://dyntaxa.se/taxon/info/234202"	"Dyntaxa"	"Evagetes sahlbergi"
"80"	"Evagetes"	"subglaber"	"(Haupt, 1941)"	"http://dyntaxa.se/taxon/info/234274"	"Dyntaxa"	"Evagetes subglaber"
"81"	"Ferreola"	"sp."	"Lepeletier, 1845"	"http://dyntaxa.se/taxon/info/1006927"	"Dyntaxa"	"Ferreola sp."
"82"	"Ferreola"	"diffinis"	"(Lepeletier, 1845)"	"http://dyntaxa.se/taxon/info/100980"	"Dyntaxa"	"Ferreola diffinis"
"83"	"Homonotus"	"sp."	"Dahlbom, 1843"	"http://dyntaxa.se/taxon/info/1006928"	"Dyntaxa"	"Homonotus sp."
"84"	"Homonotus"	"sanguinolentus"	"(J.C.Fabricius, 1793)"	"http://dyntaxa.se/taxon/info/101079"	"Dyntaxa"	"Homonotus sanguinolentus"
"85"	"Pompilus"	"sp."	"J.C.Fabricius, 1798"	"http://dyntaxa.se/taxon/info/1009575"	"Dyntaxa"	"Pompilus sp."
"86"	"Pompilus"	"cinereus"	"(J.C.Fabricius, 1775)"	"http://dyntaxa.se/taxon/info/234203"	"Dyntaxa"	"Pompilus cinereus"
"87"	"Eoferreola"	"sp."	"Arnold, 1935"	"http://dyntaxa.se/taxon/info/1013484"	"Dyntaxa"	"Eoferreola sp."
"88"	"Eoferreola"	"rhombica"	"(Christ, 1791)"	"http://dyntaxa.se/taxon/info/248760"	"Dyntaxa"	"Eoferreola rhombica"
